ID,Volume,Part,Page,Date,Date_cleaned,Date_certainty,Author,Author_certainty,Author_Wkdt,sex or gender,VIAF cluster ID,Title,Imprint,Quotation,Headnote,Index_category,language
part4_p27_a1,Vol.3,Part IV,p27-28,1559.,1559,high,"Elderton, William.",high,William Elderton,male,56957890,The panges of Loue and louers F[i]ttes,"[a ballad]. [Reprinted in J. P. Collier's Old Ballads, Percy Society, vol. i, p. 25, and in H. L. Collmann’s Ballads and Broadsides, Roxburghe Club, 1912, p. 111.]","[st. 2]
Know ye not, how Troylus
Languished and lost his joye,
With fittes and feuers meruailous
For Cresseda that dwelt in Troye;
Tyll pytie planted in her brest,
Ladie! ladie!
To slepe with him, and graunt him rest,
My dear ladie.
[This ballad was enormously popular, and is constantly
quoted by Elizabethan writers. A Scottish version is
preserved in the Bannatyne MS. (1568), ed. J. B. Murdoch,
Hunterian Club, vol. iii, p. 612. A moralized version,
""Ane Dissuasion from Vaine Lust,” in The Gude and Godlie
Ballatis, 1567 (ed. A. F. Mitchell, Scottish Text Society,
1897, p. 213), begins :]
Thocht Troylus Cressed did enjoy,
As Paris Helene did Iykewise;
Zit leuit he not lang in Troy,
Bot that Fortoun did him dispise.
Quha wald then wirk accordinglie?
Sic plesoure bringis miserie,
Allace, allace!
As come to pas.",,"works,otherSeparateWorks,troilus",en
part4_p28_a1,Vol.3,Part IV,p28,1561.,1561,high,"Sackville, Thomas, and Norton, Thomas.",high,"Sackville, Thomas, and Norton, Thomas.",male,,"The Tragedie of Ferrex and Porrex [Gorboduc],","imprinted at London by John Daye... (1570? First acted 1561], sign. F ii b.","Then saw I how he smiled with slaying knife
Wrapped under cloke.
[Cf. Chaucer's Knights' Tale, l. 1999. This resemblance
is noted by Hazlitt in his Lectures on the Dramatic Literature
of the Age of Elizabeth. See above, 1820, pt. ii, sect. i, p. 123.]",,,en
part4_p28_a2,Vol.3,Part IV,p28-29,1562.,1562,high,"Bale, John.",high,John Bale,male,59101333,"MS. notes by Bale,","printed by Thomas Hearne in Johannis de Trokelowe, Annales Eduardi II., 1729. Appendix iii, pp. 286-7 [see above, pt. i, p. 97].","[p. 286] Galfridus Chaucer] Hic Tullius minor dicebatur, tam erat
artis dicendi peritus, Thomam Ocklevum Scribam olim
habuit.
Qui fuit Anglorum Vates ter maximus olim,
Epitaphium Chauceri MS.
Galfridus Chaucer, conditur hoc tumulo.
Annum si quæras Domini, si tempora mortis,
Ecce notæ subsunt, quæ tibi cuncta notant.
26 Octobris anno Domini 1400.
Nicolaus Brigam Westmonasterii hos fecit Musarum
nomine sumptus.
Super ejus Sepulchro,
Si rogites, quis eram, forsan te fama docebit,
Quodsi fama negat, Mundi quia gloria transit,
Hæc Monumenta lege.
. . . . .
Thomas Occleve] Joannis Goweri et Galfridi Chauceri
[p. 287] Discipulus erat, ut in suo Libro de Regimine Principum
refert...",,"criticism,comparisons,cicero",la
part4_p29_a1,Vol.3,Part IV,p29-33,1562.,1562,high,"Brooke, or Broke, Arthur.",high,Arthur Brooke,male,3412998,Influence of Chaucer,"in The Tragicall Historye of Romeus and Iuliet, written first in Italian by Bandell, and nowe in Englishe by Ar. Br. [Brooke’s poem was one of the main sources of Shakespeare’s Romeo and Juliet. For a fuller account of Brooke’s debt to Chaucer, see Romeus and Juliet, ‘Shakespeare Classics,’ ed. by J. J. Munro, 1908. Mr. Munro has kindly supplied the following notes:]","[Brooke's debt is of two kinds : (a) where he amplifies a
suggestion in his original (Boaistuau) with the help of
Chaucer's Troilus; and (b) where he derives a suggestion
from Chaucer only.]
(a) Boaistuau (ed. 1559), p. 43: l’amour qu’il portoit à sa
premiere damoiselle demoura vaincu par ce nouueau feu.
Brooke, ll. 207-9:1
And as out of a planke a nayle a nayle doth driue:
So nouell loue out of the minde the auncient loue doth riue
This sodain kindled fyre in time is wox so great : etc.
Troilus & Criseyde, iv, 415:
The newe love out chaceth ofte the olde.
Troilus & Criseyde, iv, 422:
The newe love, labour or other wo,
Or elles selde seinge of a wight,
Don olde affectiouns alle over-go. 2
Boaistuau, p. 45 b: ie suis vostre, estāt preste & diposée
de vous obeyr en tout ce que l’honneur pourra souffrir.
1 The line-references to Brooke are to the 'fourteeners,' each of which
is printed as two lines in the original edition.
a  From Boccaccio’s Filostrato, but originally from Ovid : Successore
novo vincitur omnis amor. (Remed. Amor. 462.) Brooke’s lines were
copied by Shakespere in Two Gentlemen of Verona, Romeo, and Julius
Cæsar.
Brooke, l. 314:
(My honor saued) prest tobay [i. e. to obey] your will, while
life endures.
Troil. iii, 480:
Myn honour sauf, please him fro day to day;
.. . but elles wol I fonde,
Troil. iii, 159:
she...
‘Myn honour sauf,' I wol wel trewely, etc.
.. sayde him softely,
[Juliet in Brooke, and Criseyde in Troilus, both make
frequent insistence that their lovers' conduct must be
honorable.]
Boaistuau, p. 52: de sorte que s’ils eussent peu com¬
mander au ciel comme Iosué fist au soleil, etc.
Brooke, l. 824 :
So that I deeme if they might haue (as of Alcume [sic for
Alcmene we heare)
The sunne bond to theyr will; etc.
Troil. iii, 1427-8:
O right, allas! why niltow over us hove
As longe as whanne Almena lay by Jove? 1
[This under similar circumstances in both poems: i.e. in
connexion with the lovers' nocturnal meeting.]
(b) Brooke, l. 332:
Of both the ylles to choose the lesse,
I wene the choyse were harde.
Troil. ii, 470:
Of harmes two, the lesse is for to chese.
Brooke, l. 393:
[Juliet] A thousand stories more, to teache me to beware,
In Boccace and in Ouids bookes too playnely written are.
Troil. iii, 297:
[Criseyde] A thousand olde stories thee alegge
Of women lost, through fals and foles bost.
Laurence or Pandare, are both like the patient waiting for
[Romeus and Troilus, while waiting for the help of
the leech’s salve.]
Brooke, l. 613:
The wounded man that now doth dedly paines endure:
Scarce pacient tarieth whilst his leech doth make the salue
So Romeus, etc.
to cure.
Troil. i, 1086:
Now lat us stinte of Troilus a stounde,
That fareth lyk a man that hurt is sore,
And is somdel of akinge of his wounde
Y-lissed wel, but heled no del more:
And, as an esy pacient, the lore
Abit of him that gooth aboute his cure;
And thus he dryveth forth his aventure.
[The first night of parting between the lovers.]
Brooke, l : 1537 :
But on his brest her hed doth ioylesse Iuliet lay,
And on her slender necke his chyn doth ruthfull Romeus
stay.
Troil. iv, 1150:
‘Help, Troilus !’ and ther-with-al hir face
Upon his brest she leyde, and loste speche.
[The two scenes throughout are very similar.]
[Brooke’s additions to the Romeo story.
These are not important so far as the story is concerned, but
they form the best cases of borrowing. In the now lost
earlier play (?) on Romeo which Brooke mentions and which
both Brooke and Shakspere appear to have used, there was a
scene at Laurence’s cell in which Romeo lamented. In
Brooke he becomes savage: this is taken from a similar
scene with Troilus just before the entry of Pandare, as the
references show.]
Brooke, l. 1291 :
These heauy tydinges heard, his golden lockes he tare:
And like a frantike man hath torne the garmentes that he
ware.
And as the smitten deere in brakes is waltring found :
So waltreth he, and with his brest doth beate the troden
grounde.
He rises eft, and strikes his head against the wals,
He falleth downe againe, and lowde for hasty death he cals.
Come spedy death (quoth he); etc.
Troil. iv, 239:
Right as the wilde bole biginneth springe
Now here, now there, y-dexted to the herte,
And of his deeth roseth in compleyninge,
Right so gan he aboute the chaumbre sterte,
Smyting his brest ay with his festes smerte;
His heed to the wal, his body to the grounde
Ful ofte he swepte, him-selven to confounde.
. . . . . . . . .
l. 250:
‘O deeth, allas! why niltow do me deye:’
Brooke, l. 1325:
Fyrst nature did he blame, the author of his lyfe,
In which his ioyes had been so scant, and sorowes aye so
ryfe:
The time and place of byrth, he fiersly did reproue,
He cryed out (with open mouth) against the starres aboue:
The fatall sisters three he said, had done him wrong; etc.
. . . . . . . . . .
l. 1335:
And then did he complaine on Venus cruel sonne.
. . . . . . . . . .
l. 1343:
On Fortune eke he raylde, he calde her deafe, and blynde
Vnconstant, fond, deceitfull, rashe, vnruthfull, and vnkynd.
And to him self he layd a great part of the falt:
For that he slewe, and was not slayne, in fighting with
Tibalt.
He blamed all the world, and all he did defye,
But Iuliet, for whom he liued for whom eke would he dye.
Troil. v, 204:
And there his sorwes that he spared hadde
He yaf an issue large, and ‘deeth !' he cryde;
And in his throwes frenetyk and madde
He cursed Iove, Appollo, and eek Cupyde,
He cursed Ceres, Bacus, and Cipryde,
His burthe, him-self, his fate, and eek nature,
And, save his lady, every creature.
[Laurence to Romeus.]
Brooke, l. 1353 :
Art thou quoth he a man? thy shape saith, so thou art :
Thy crying and they weping eyes, denote a woman’s hart.
[Pandare to Troilus.]
Troil. iii, 1098:
‘O theef, is this a mannes herte?’
And of he rente al to his bare sherte.
[Criseyde to Troilus.]
Troil. iii, 1126:
‘is this a mannes game?
What, Troilus! wol ye do thus, for shame?’
[The other innovation made by Brooke is Romeus’s sorrow
in his exile, copied from Troilus. Both Troilus and Romeus
sigh and weep at night; etc.]
Brooke, l. 1755 :
Eche night a thousand times he calleth for the day,
He thinketh Titans restles stedes of restives do stay;
Or that at length they haue some bayting place found out,
Or (gyded yll) haue lost theyr way and wandred farre about¬
Troil. v. 659 :
The day is more, and lenger every night,
Than they be wont to be, him thoughte tho;
And that the sonne wente his course unright
By lenger wey than it was wont to go;
And seyde  ‘y-wis, ne dredeth ever-mo,
The sonnes sone, Pheton, be on-lyve,
And that his fadres cart amis he dryve.
[It should be remembered that Troilus is in many respects
quite parallel to Romeo. In each story two lovers are secretly
betrothed and meet at night in the lady’s house. They
vacillate between joy and sorrow and are comforted and
helped by a philosophical friend. One of them is banished,
and they have a final night together and part at dawn. It
was at these points of contact that Brooke was able to
derive suggestions from Chaucer.]",,"criticism,influence,/imitations,particularImitators,brooke/works,otherSeparateWorks,troilus",en
part4_p34_a1,Vol.3,Part IV,p34,1565.,1565,high,"Googe, Barnaby.",high,Barnabe Googe,male,2597323,"The Preface to the vertuous and frendely Reader,","[in] The Zodiake of Life... by the... Poet Marcellus Pallingenius... newly translated into Englishe verse by Barnabæ Googe, sign (‡) 3 b.","Louing and frendly reader... be not so straight of
iudgement as I know a number to be that can not abyde to
reade anye thing written in Englishe verse, which nowe is
so plenteously enriched wyth a number of eloquent writers,
that in my fansy it is Iyttle inferiour to the pleasaunt verses
of the auncient Romaines. For since the time of our
excellente countreyman Sir Geffray Chaucer who liueth in
like estimation with vs as did olde Ennius wyth the
Latines. There hath flourished in England so fine and
filed phrases, and so good & pleasant Poets as may counter¬
uayle the doings of Virgill, Ouid, Horace, Iuuenal, etc.
[This reference is not in the edition of 1561, and the
verses with the Chaucer reference in that edition quoted in
vol. i, p. 96 (Unknown) are not given here.]",,"criticism,comparisons,ennius",en
part4_p34_a2,Vol.3,Part IV,p34,[1566.],[1566],medium,Unknown.,low,Unknown,,,"A Ballad beginning, “When Troylus dwelt in Troy towne.""","Bodleian MS. Ashmole 48 (Songs and Ballads, ed. T. Wright, Roxb. Club, 1860, pp. 195-197.)","[Rollins 18.]
Tyll at the last he cam to churche,
[st. 3]
Where Cressyd sat and prayed-a ;
Whose lookes gaue Troylus such a lurche,
Hys hart was all dysmayde-a!
. . . . . . .
And to hys neece he [Pandar] dyd commend
[st. 6]
The state of Troylus then-a;
Wyll yow kyll Troylus? God defend!
He ys a nobell man-a.
. . . . . . .
Then Pandare, lyke a wyly pye,
[st. 13]
That cowld the matter handell,
Stept to the tabell by and by,
And forthe he blewe the candell.
[These stanzas are chosen only for illustration. The
entire ballad, as has long been known, is modelled on
Chaucer's Troilus. The ballad was registered at Stationers'
Hall (Arber's Transcript, vol. i, p. 300), in 1565-66 as “the
history ot Troilus Whose throtes [i.e., trothes] hath Well
bene tryed.""]",,"works,otherSeparateWorks,troilus/works,otherSeparateWorks,troilus",en
part4_p35_a1,Vol.3,Part IV,p35,1567-79,1567-79,high,"Harvey, Gabriel.",high,Gabriel Harvey,male,3250080,Marginal notes,"in Gabriel Harvey's handwriting [in] M. Fabii Quintiliani... Institutionum oratori arum Libri xii, Parisiis, 1548, at the foot of p. 643 [printed 543] [B. M. C. 60. l. 11]. (Gabriel Harvey’s Marginalia, ed. G. C. Moore Smith, 1913, p. 122.)","Tria viridissima Britannorum ingenia, Chaucerus, Morus,
Juellus : Quibus addo tres florentissimas indoles, Heiuodum,
Sidneium, Spencerum. Qui quærit illustriora Anglorum in¬
genia, inueniet obscuriora. Perpaucos excipio; eorumque
primos, Smithum, Aschamum, Vilsonum; Diggesium, Blun¬
deuilum, Hacluitum, mea Corcula.",,,la
part4_p35_a2,Vol.3,Part IV,p35,[c. 1567.],[c. 1567],low,"Turbervile, George.",high,George Turberville,male,62345790,"Epitaphes, Epigrams, Songs and Sonets.","(1567 ed., ‘newly corrected, with additions,’ 1st known; 1570 1st in B.M.; ff. 6b, 30b, 61b, 71a, b; Ed. J. P. Collier [1867 ?] pp. 10, 54, 108-9, 126-27.)","[Rollins 19.]
[p. 10]
Pause, pen, a while therefore,
and use thy woonted meane:
For Boccas braine, and Chaucers quill
in this were foyled cleane.
[p. 54]
Let Cressed myrror bee, that did forgo
Hir former faythfull friend, King Priam’s sonne
And Diomed the Greeke imbraced so,
And left the loue so well that was begonne:
But when hir cards were tolde and twist ysponne,
She found hir Trojan friend the best of both,
For he renounst hir not, but kept his oth.
[There are very many other allusions to Cressid in Turber¬
vile's Epitaphes. Most of them refer to her as a leper, but
there can be no doubt that Turbervile regarded Chaucer as
the author of the story which tells of her leprosy.]",,,en
part4_p35_a3,Vol.3,Part IV,p35-36,1568.,1568,high,"Fulwood, William.",high,William Fulwood,male,306216764,"A constant Louer doth express His gripyng griefes, which still encrease,","[a model letter, in] The Enimie of Idlenesse, pp. 187-8. (P. Wolter’s William Fullwood, Diss. Rostock, Potsdam, 1907, pp. 72-73.)","[Rollins 22.]
As Troylus did neglect the trade
of Louers skilfull lawe,
Before such time that Cresseid faire
with fixed eyes he sawe.
. . . . . .
But sith I lacke some such a friende
Who brought his purpose well about,
as he of Pandor had,
and made his minde full glad.
[This poem is undoubtedly indebted to Chaucer's Troilus.]",,"works,otherSeparateWorks,troilus",en
part4_p36_a1,Vol.3,Part IV,p36,1568.,1568,high,"Howell, Thomas.",high,Thomas Howell,male,,The Arbor of Amitie.,"[Ed. 1568 not in B.M.] (Poems, ed. A. B. Grosart, 1879, pp. 10, 32.)","[For John Keeper’s prefatory verses to The Arbor of Amitie,
see above, pt. i, p. 102.]
[Rollins 23.]
[p. 10]
If I had Tullies tongue
and thousand wittes thereto:
If Chaucers vaine, if Homers skill.
if thousand helpers mo:
Yet tongue, not wyt nor vaine,
nor skill nor helpe at all
Can well descrie your due desarte.
in praise perpetuall.
[p. 32]
To leaue behinde a picture fine to see
It may small time well stande in steede for thee.
But picture faire of noble actes of minde,
That farre excelles to learne to leaue behinde,
Which will maintaine a noble name for aye
As Tullis tongue and Cæsars acts can saye.
As Chaucer shewes and eke our morall Gowre
With thousands more, whose fame shal stil endure.","[Cf. O moral Gower, this booke I directe. — Troilus v, l. 1856.]",,en
part4_p36_a3,Vol.3,Part IV,p36-37,1568.,1568,high,Unknown.,low,Unknown,,,Quhair Love is kendlit confortles,"[a poem, in the] Bannatyne MS. (Ed. J. B. Murdoch, Hunterian Club, vol. iii, p. 705; Sibbald’s Chronicle of Scottish Poetry, vol. iii, p. 177.)","[Rollins 20.]
Trew Troyallus, he langorit ay,
Still waitand for his luvis returne,
Had nocht sic pyne, it was bot play,
As daylie dois my body burne.
[There are various other allusions similar to this in
the MS.]",,"works,otherSeparateWorks,troilus",en
part4_p37_a2,Vol.3,Part IV,p37,[1569.],[1569],medium,"Turbervile, George.",high,George Turberville,male,62345790,"Epitaphes and Sonnettes,","[written in 1569, added to his] Tragicall Tales, f. 164b. (Edinburgh, 1837, p. 330.)","Farewell thou shamelesse shrew,
[Rollins 40.]
fair Cresides heire thou art:
And I Sir Troylus earst haue been,
as prooueth by my smart.
Hencefoorth beguile the Greekes,
no Troyans will thee trust :
I yeeld thee vp to Diomed,
to glut his filthie lust.
[There are striking allusions to Henryson’s Cressida on
pp. 334, 369. The Tales first appeared before 1575, but
the 1587 edition is the first extant in a complete copy, that
of 1576 being only known from a fragment.]",,,en
part4_p38_a1,Vol.3,Part IV,p38,[n.a. 1572.],[n.a. 1572],low,"Gascoigne, George.",high,George Gascoigne,male,88849075,"A Hundreth sundrie Flowers,","[1573], pp. 321, 352-3, 418. (Complete Works, ed. J. W. Cunliffe, 1907-10, 2 vols., vol. i, pp. 54, 90, 101.)","[p. 90] [References to “trusty Troylus,” and “Pandar's niece,""
who would give place to the author’s mistress.]
[p. 101] [The passage from The delectable history of... Dan
Bartholmew of Bath quoted in pt. i, p. 110, under the 2nd
edn. (Posies) of 1575, should have been quoted from
this 1st edition.]","[Gascoigne revised and reissued these poems (under the title of Posies) in 1575, q.v. above, pt. i, pp. 110-11, and below, 1575. There are many other allusions to Troilus and Criseyde scattered about Gascoigne's poems.]","works,otherSeparateWorks,troilus",en
part4_p38_a3,Vol.3,Part IV,p38-39,1575.,1575,high,"Churchyard, Thomas.",high,Thomas Churchyard,male,20025747,"A discourse of vertue, [and] Churchyardes Dream,","[in] The Firste parte of Churchyardes Chippes, ff. 71b, 82a. [Reprinted by J. P. Collier (1870?), pp. 154, 177.]","A discourse of vertue.
True dealing was but cauld a doult,
[p. 154]
or els Gods foole, in deade:
Dame Flattery claymed frindships place,
Yet faild her frinde at neade.
And robbry was good purchace helde
and lust was sollace sweete:
And they were calld the lively laddes,
that had the quickest sprete.
Som said lords hestes were held for lawes,
but those were Chawsers woordes :
And faith did faile in old priestes sawes,
tushe all this was but boordes.
Churchyardes Dreame.
[p. 177]
Howe shuld I hit in Chausers vayn,
[Rollins 28.]
Or toutche the typ, of Surries brayn
Or dip my pen, in Petrarkes stiell,
Sens conning lak I all the whiell?",,,en
part4_p39_a1,Vol.3,Part IV,p39,1575.,1575,high,"[Edwards, Richard?]",low,Richard Edwardes,male,12495034,"A new Tragicall Comedie of Apius and Virginia,","by R. B. [misprint for R. E., i.e. R. Edwards ?]","[The plot was probably taken from the Phisiciens Tale.
See C. W. Wallace, Evolution of the English Drama, 1912,pp. 108-9.]",,,en
part4_p39_a2,Vol.3,Part IV,p39,[1575.],[1575],medium,"Gascoigne, George.",high,George Gascoigne,male,88849075,"Dan Bartholmew of Bathe,","[in] The Posies of George Gascoigne, Esquire, corrected, perfected and augmented... 1575, p. cxii. (Complete works, ed. J. W. Cunliffe, 1907-10, 2 vols., vol. i, p. 137.) [This passage is not in the 1st edn., A Hundreth sundrie Flowers, [1573], q.v. above, pt. i, pp. 110-11, and App. A., [n.a. 1572.] The publisher there adds a note that Dan Bartholmew of Bathe is incomplete.]","[p. 137]
Thus unto thee these leaues I recommend,
[Rollins 27.]
To reade, to raze, to view, and to correct:
Vouchsafe (my friend) therein for to amend
That is amisse...
[Cf. Troilus, v.,) st. 262, 263.]",,"works,otherSeparateWorks,troilus",en
part4_p39_a3,Vol.3,Part IV,p39-40,1576.,1576,high,"L., R.",low,Unknown,,,"Beyng in Loue, he complaineth,","[a poem, in] The Paradyse of daynty deuises... deuised [edited] by M. [Richard] Edwardes. (Ed. 1578, 1st in B.M., p. 48; ed. J. P. Collier, 1867, p. 132.)","[Rollins 31.]
Vnto whose grace yelde he, as I doe offer me,
Into your hands to haue his happ, not like hym for to be:
But as kyng Priamus [sonne ?], did bind hym to the will,
Of Cressed false whiche hym forsoke, with Diomed to spill.
[The four lines that follow these allude to the Cressid of
the Testament, and refer to her ""Lazares death.""]",,"works,otherSeparateWorks,troilus",en
part4_p3_a2,Vol.3,Part IV,p3-4,1412-20.,1412-20,high,"Lydgate, John.",high,John Lydgate,male,22158282,"The hystorye, sege and dystruccyon of Troye.","MS. Cott. Aug. 4, fol. 486. [See pt. i, pp. 23, 24 above. These are additional references.]","[fol. 48 b, col.
1, last line
quoted in
pt. i, p. 23
above.]
[col. 2]
To take on me it were but hiȝe foly
In any wyse to adde more þer-to
For wel I wot anoon as I haue do
pat I in soth no þanke disserue may
Because þat he [Chaucer] in writyng was so gay
And but I write I mote þe trouþe leue
Of troye boke and my mater breue
And ouer-passe and nat go by and by
As Guydo doþ in ordre ceryously
And þus I most don offencioun
Poruȝe necligence or presumpcioun
So am I sette euene amyddes tweyne
Gret cause haue I & mater to compleyne.
[7 following lines are quoted in pt. i, p. 24 above, ending]
To god I pray þat he his soulë haue
After whos help of nede I most crave
And seke his boke [Troilus] þat is left be hynde
Som goodly worde þer in for to fynde
To sette amonge þe crokid lynys rude
Whiche I do write as by similitude
Þe ruby stant so royal of renoun
With Inne a ryng of copur or latoun
So stant þe makyng of hym doutles
Among oure bokis of englische perles
Þei arn ethe to knowe þei ben so excellent
Þer is no makyng to his equipolent
We do but halt who so takeþ hede
Þat medle of makyng with outen any drede
Whan we wolde his stile counterfet
We may al day oure colour grynde & bete
Tempre our aȝour and vermyloun
But al I holde but presumpcioun",,"works,otherSeparateWorks,troilus",en
part4_p40_a1,Vol.3,Part IV,p40,1576.,1576,high,Unknown.,low,Unknown,,,"An excellent and pleasant Comedie, termed after the name of the Vice, Common Conditions.","[Licensed 1576.] (Ed. Tucker Brooke, 1915, sign. D.) [Only copy of original, now in America, lacks title.]","[Rollins 29.]
[Ll. 800-823 refer to the stories of Medea and Jason,
Troilus and Cressida, Eneas and Dido, Theseus and Ariadne.
The probability that the author’s information about all these
lovers came from Chaucer is strengthened by the fact that
Cressid is referred to as a leper : the author had certainly
read the Testament of Cresseid, and this was accessible only
in an edition of Chaucer. Cf. also Brooke’s note, p. 70.]",,"works,otherSeparateWorks,troilus",en
part4_p40_a2,Vol.3,Part IV,p40,1576.,1576,high,"Whetstone, George.",high,George Whetstone,male,52492054,Epilogus [to] The Castle of Delight,"[being the first part of] The Rocke of Regard, diuided into foure parts. [No imprint or date : the preface is dated October 15, 1576]. (Ed. J. P. Collier, p. 90.)","[Rollins 30.]
Loe! here the fruits of lust and lawlesse love,
Loe! here their faults that vale to either vice;
Loe! ladyes here, their falles (for your behove)
Whose wanton willes sets light by sound advice.
[Cf. Troilus, v, st. 265. One of the poems to which these
lines form part of the epilogue is “Cressids Complaint,"" an
extremely bitter attack on the leprosy-stricken girl, q.v.
above, pt. i, p. 113.]",,"works,otherSeparateWorks,troilus",en
part4_p40_a3,Vol.3,Part IV,p40,1577.,1577,high,"Holinshed, Raphael.",high,Raphael Holinshed,male,78779996,"The Firste (the Laste) volume of the Chronicles of England, Scotlande, and Irelande,","vol. i, f. 5, col. 2, vol. ii, f. 1118, col. 2.","[See also above, pt. i, p. 114.]
[vol. i, f.  Afterward also, by the diligent traueile of Geffray
5, col. 2]
Chauser, and John Gowre in the time of Richard the
second, & after the of John Scogā, & John Lydgate monke
of Berry, our tong was brought to an excellent passe.
[vol. ii,
f.1118,
[Among the writers of the reign of Richard II was] John
col. 2] Moone an Englishman borne, but a student in Paris, who
compyled in the French tongue the Romant of the Rose,
translated into English by Geffrey Chaucer.",,,en
part4_p41_a1,Vol.3,Part IV,p41,1577.,1577,high,Unknown.,low,Unknown,,,"[Annotations,","dated 1577, on the flyleaf of a copy of] The Vision of Pierce Plowman, 1561, [printed in] Notes and Queries, Sept. 18, 1858, 2nd ser. vol. vi, pp. 229-30.","2. Mention is made of Peerce Plowghman's Creede, in
Chawcers tale off the Plowman.
3. I deeme Chawcer to be the author [i.e. of the Tale?].
I think hit not to be on ond the same yᵗ made both...
4.  ... G. Chawcerus vivit [sic] 1402 ...",,,en
part4_p41_a2,Vol.3,Part IV,p41-42,[1578.],[1578],medium,"Lyly, John.",high,John Lyly,male,49246156,Influence of Chaucer.,,"[There seems little doubt that Lyly knew and liked
Chaucer well, from the reminiscences of the older poet
to be found in his works. The following passages are
specially to be noted; the references are to the Complete
Works of John Lyly.. ed.  .. R. Warwick Bond, 1902.
3 vols.
(1) Euphues, vol. i, p. 316. The letter to Alcius about
true ‘gentilesse.’ Cf. Wyf of Bathes Tale, D. 1109-64.
(2) Euphues, vol. ii, p. 83, l. 9. Cf. Wife's Prologue,
D. 466.
(3) In Gallathea is to be found the story of the Alchemist,
and his desertion by Peter, clearly borrowed (possibly viâ
Reginald Scot) from the Canon's Yeomans Prologue and
Tale [see Introduction to play, in Lyly’s works, vol. ii,
pp. 423-4), wherein the exclamation ‘Peter,’ [l. 665], may
have suggested the name of Lyly’s rascal, while the name
of Robin, the miller’s son, and the tale of the Astronomer
falling into a pond, may be taken from The Miller's Tale.
(4) Fairies in Gallathea and in Endimion. Cp. Wyf of
Bathes Tale. See also Notes to Lyly's Works, vol. i,
p. 525.
(5) Endimion, character of Sir Tophas ‘follows closely,
though not obviously, the main lines of Chaucer’s Sir Topas.’
R. Warwick Bond. See his notes to the play, Lyly's
Works, vol. iii, pp. 503-4. See also John Lyly, par A.
Feuillerat, Cambridge (1910), p. 318 and note.
(6) Mother Bombie, i, I. 73-5. Memphio's remark:
‘Now for my wife; I would have kept this from her, else
I shall not be able to keepe my house from smoake,’ may be
reminiscent of Wife of Bathes Prologue, D. 278-80. Also
iii, 4. 13-4. Rixula’s proverb about the ‘gray goose in the
lake.’ Cf. Wife of Bathes Proloque, D. 269-70.
(7) Euphues, vol. ii, p. 92, l. 8, and Gallathea, iv, l. 46,
‘hee must halt cunninglie, that will deceive a cripple.’ Cf.
Troilus and Criseyde, iv, 1458.
(8) Gallathea. Terms of alchemy and technical details owe
much to Ch. Yeoman's Tale. See The Alchemist by Ben
Jonson, ed. C. M. Hathaway, N. York, 1903, pp. 73-4.
Mr. Hathaway gives some details of Lyly’s debt to Chaucer
in this respect, and maintains that Lyly  ‘studied his alchemy
almost altogether in the Chanouns Yemannes Tale.’
For fuller notes on Lyly’s debt to Chaucer, see Lyly’s
Works, ed. R. Warwick Bond, biographical appendix, vol. i,
p. 401, of which the above is a summary.]",,"criticism,influence,",en
part4_p42_a1,Vol.3,Part IV,p42,1578.,1578,high,"[Procter], T[homas].",medium,Thomas Proctor,male,262532336,"The Louer in the prayse of his beloued, etc. [in] A gorgious Gallery of gallant Inuentions.","[No early ed. in B.M.] (Three Collections of English Poetry [ed. Sir Henry Ellis], Roxb. Club, 1844, sign. G. iv b.)","[Rollins 32.]
Nor shee whose eyes did pearce true Troylus brest,
And made him yeeld, that knew in loue no law...
[This allusion is unmistakably to Chaucer's Troilus.
There are many other allusions in this work to Troilus
and Cressida, most of them, however, written with the
Testament in mind.]",,"works,otherSeparateWorks,troilus",en
part4_p43_a1,Vol.3,Part IV,p43,1580.,1580,high,Unknown.,low,Unknown,,,"A Complaint (by “Troylus"") and ""A Replye"" (by “Cressida ""),","[a ballad in two parts printed in 1580 edn. (not in B. M.) of] The Paradyce of daynty deuyses. [Not in the 1st edn. of 1578.] (Ed. Sir E. Brydges, 1812, pp. 100-102; W. C. Hazlitt's Complete Poems of George Gascoigne, vol. ii, pp. 331-333.)","[Rollins 34.]
[This ballad was very probably “A proper ballad Dialoge
wise betwene Troylus and Cressida"" which Edward White
registered for publication on June 23, 1581 (Arber's Tran¬
script, vol. ii, p. 394). It has some interest as showing the
popular conception of Cressida, though most of its details are
borrowed from Henryson rather than from Chaucer.]",,"works,otherSeparateWorks,troilus",en
part4_p43_a2,Vol.3,Part IV,p43,[c. 1582.],[c. 1582],low,Unknown.,low,Unknown,,,The Rare Triumphes of Loue and Fortune.,"Plaide before the Queenes most excellent Maiestie [between Christmas 1581 and Feb. 1582]. At London. Printed by E. A. for Edward White... 1589. (Dodsley’s Old Plays, ed. Hazlitt, vol. vi, p. 155.)","[Rollins 35.]
Enter the show of Troilus and Cressida.
MERCURY [speaks:]
Behold, how Troilus and Cressida
Cries out on Love, that framed their decay.","[The unique copy of the original is the Bridgewater-Huntington, and is in America.]","works,otherSeparateWorks,troilus",en
