ID,Volume,Part,Page,Date,Date_cleaned,Date_certainty,Author,Author_certainty,Author_Wkdt,Author_gender,Author_Viaf,Title,Imprint,Quotation,Headnotes,Index_category,Language
part5_p123_a1,Vol.3,part V,p123,[1385?],[1385?],low,"Froissart, Jean.",high,Jean Froissart,male,100178580,Le Paradys d’Amour.,"(Oeuvres.—Poésies publiées par M. Aug. Scheler, 1870-72, 3 vols., vol. i, pp. 1, 2.)","Je sui de moi en grant merveille
Comment je vifs quant tant je veille,
Et on ne porvit en veillant
Trouver de moi plus traveillant,
Car bien saciés que par veillier
Me viennent souvent travillier
Pensées et merancolies
. . . . . .
Et nonpourquant n’a pas lonc terme
Que de dormir oc voloir ferme,
Car tant priai a Morpheüs
A Juno et a Oleüs
. . . . . .
Et le doulc dieu fist son commant,
Car il envoia parmi l’air
L'un de ses fils Enclimpostair . . .","[The whole of this, the opening passage of the poem, closely resembles that of The Boke of the Duchesse, and 'Enclimpostair' is Chaucer's 'Eclympasteyre.' Baron Kervyn de Lettenhove (Froissart, 1857, 2 vols., vol. ii, p. 264, q. v. below) dates the Paradys d’Amour in 1385; The Boke of the Duchesse cannot be much later than 1369.]","works,otherSeparateWorks,bookDuchess",frm
part5_p123_a2,Vol.3,part V,p123,1584.,1584,high,"Thévet, André.",high,André Thévet,male,54944694,Pourtraits et Vies des Hommes Illustres.,,,"See above, 1735.",,N/A
part5_p123_a4,Vol.3,part V,p123-124,1764.,1764,high,"Thiroux d'Arconville, M. G. C.",high,Marie-Geneviève-Charlotte Thiroux d'Arconville,female,21076,Melanges de Poésie Angloise ...,"pp. 131-2 n. Henry et Emma, poeme de Prior, imité de La Belle Brune de Chaucer. [Prose translation.]","[Translator's note:] Chaucer, Poëte Anglois, naquit à
Londres en 1328, & fut protégé par le Duc de Lancastre
et par les Rois Edouard III & Richard. Ayant donné dans
les erreurs de Wiclef il fut obligé de sortir d’Angleterre :
y etant retourné quelquels tems après il fut mis en prison,
mais il y resta peu de tems. Il épousa la sœur de la
Duchesse de Lancastre, & mourut en 1400, âgé de 72 ans ;
il fut enterré dans l’Église de Westminster. Il nous reste
des Ouvrages de Chaucer en prose et en vers. Parmi ces
derniers qui sont en grand nombre, on estime surtout la
Piece intitulée Le Testament d’Amour.",,,fr
part5_p124_a1,Vol.3,part V,p124,1834.,1834,high,"Desclozeaux, Ernest.",high,Ernest Desclozeaux,male,34446766,"Article 'Chaucer,' [in the] Dictionnaire de la conversation et de la lecture,","1833, etc., vol xiii, 1834, pp. 433-6. See above, 1853.",,,,N/A
part5_p124_a2,Vol.3,part V,p124,1835.,1835,high,"S[pach], L[ouis].",low,Ludwig Adolf Spach,male,49356559,"Chaucer, [in] Encyclopédie des Gens du Monde,",pp. 594-6.,,[An article of three columns laying the usual stress on Chaucer's imitation of French and Italian writers.],,N/A
part5_p124_a3,Vol.3,part V,p124,1842.,1842,high,"Bouillet, Marie-Nicolas",high,Marie-Nicolas Bouillet,male,47064770,"Dictionnaire universelle d'histoire et de géographie, art. Chaucer,",p. 366.,,"[A short conventional biography. Troilus imitated from the Roman de la Rose. Chaucer's works now very difficult to understand.] [The B. M. has the 1st edn., 1842, the 11th, 1856, the 20th, 1864, the 28th, 1884, and the 32nd, 1901, the last 'refondu sous la direction de L.-G. Gouraigne.' The article is slightly revised by 1856, but no error is corrected. The sentence about Chaucer's difficulty is deleted by 1864. The article in 1881 is practically identical, but by (and probably in) 1901 it is much enlarged and improved, though 1328 is still given as the birth-date, and the Complaint of Venus is included in the list of works.]",,N/A
part5_p124_a4,Vol.3,part V,p124,1850.,1850,high,"F[orgues], E. D.",high,Émile Daurand Forgues,male,66465923,La Poësie humoristique,"[q.v. above, p. 61].",,"[This article is translated by Forgues from The Extractor, and is a review of Leigh Hunt's Wit and Humour. Forgues' translation of the Prologue, mentioned above, we have not found, and it was perhaps never published.]","works,canterburyTales,prologue",N/A
part5_p124_a5,Vol.3,part V,p124,1853.,1853,high,"Dreyss, Charles Louis.",high,Charles Dreyss,male,76389565,"Chronologie universelle,",p. 419.,,"[The Chaucer reference appears in this edition. Entered above. p. 91, from that ot 1883.]",,N/A
part5_p124_a6,Vol.3,part V,p124,1854.,1854,high,"Brunet, G.",high,Pierre Gustave Brunet,male,39418231,"Chaucer, [in] Hoefer's Nouvelle Biographie Générale,","vol. x, pp. 118-19.",,"[Entered above, p. 63, under 1856.]",,N/A
part5_p125_a2,Vol.3,part V,p125,1857.,1857,high,"Kervyn de Lettenhove, J. M. B. C., Baron.",high,Joseph Constantin Marie Bruno Kervyn de Lettenhove,male,34496282,"Froissart,","Brux¬ elles, 2 vols., vol. i, pp. 57 n. [Philippa de Roët], 226-9 [Froissart and Chaucer] ; vol. ii, pp. 56-7 [the Canterbury Pilgrims ; Sir Thopas], 195 [the French of Madame Eglantine], 196 [Chaucer borrows from Froissart],  264 [Enclimpostair. See above, 1385? Froissart], 289 [the Empty Purse; Chaucer's verses inferior to those of Froissart].",,,,N/A
part5_p125_a3,Vol.3,part V,p91,1858.,1858,high,"Rietstap, J.-B.",high,Johannes Rietstap,male,33120455,"Armorial général,","Gouda, 1858-61, livr. v, vi, 1858, pp. 240-11, armes du poète anglais Geoffrey Chaucer.",,"[Entered above, p. 91, from the edn. of 1884.]","biography,family,arms-seal",N/A
part5_p125_a4,Vol.3,part V,p125,1865.,1865,high,"Bouillet, M. N.",high,Marie-Nicolas Bouillet,male,47064770,"Atlas Universel d'Histoire et de Géographie,",p. 207.,"1400. Mort du premier grande poëte anglais, Chaucer.",,,fr
part5_p125_a5,Vol.3,part V,p125,1880.,1880,high,"Demogeot, J.-C.",high,Jacques Claude Demogeot,male,162563,Histoire des Littératures étrangères.,"See above, 1895.",,,,N/A
part5_p125_a6,Vol.3,part V,p125,1881.,1881,high,"Beljame, Alexandre.",high,Alexandre Beljame,male,66515021,Le Public et les hommes de lettres en Angleterre au xviiie siècle.,,,"[Entered above from 2nd edn., 1883, which is identical.]",,N/A
part5_p125_a7,Vol.3,part V,p125,1888.,1888,high,"Paris, Gaston.",high,Gaston Paris,male,39382261,La Littérature française au moyen âge.,,,"[The Chaucer references in this, the 1st, edn. are identical with those in the 2nd 1890, entered above.]",,N/A
part5_p125_a8,Vol.3,part V,p125,1889.,1889,high,"Meyer, Paul.",high,Paul Meyer,male,44302645,Introduction to the] Contes moralisés de Nicole Bozon ...,"publiés ... par L. Toulmin Smith et Paul Meyer, Paris, 1889, pp. xiii, xxiv, lvii.",,"[p. xiii, Chaucer's Pardoner knew well the liking which the lay folk had for the old tales; p. xxiv, Bozon would say, like Chaucer's Pardoner: Radix malorum est cupiditas; p. Ivii, English literature takes its first flight with Chaucer.]",,N/A
part5_p125_a9,Vol.3,part V,p125,1894.,1894,high,"Bémont, Charles,",high,Charles Bémont,male,64001641,is the author of the section cited from Lavisse and Rambaud’s Histoire générale.,,,,,N/A
part5_p16_a1,Vol.3,part V,p16-17,[1386?].,[1386?],low,"Deschamps, Eustache.",high,Eustache Deschamps,male,46854829,"Ballad addressed to Geoffrey Chaucer by Deschamps, when sending him his own works.","Unique MS. Bibliothèque nationale, No. 840, fonds français, fol. Ixii, Ixii verso. Œuvres complètes d’Eustache Deschamps, publiées par le marquis de Queux de Saint Hilaire, Société des Anciens Textes Français, vol. ii, 1880, pp. 138-40.","AUTRE BALADE1
O Socrates plains de philosophie
Seneque en meurs et anglux en pratique
Ouides grans en ta poeterie
Bries en parler saiges en rethorique
Aigles treshaulz qui par ta theorique
5
Enlumines le regne deneas
Lisle aux geans ceuls de bruth2 et qui as
Seme les fleurs et plante le rosier
Aux ignorans de la langue pandras3
Grant translateur noble geffroy chaucier
10
1The exact text of the manuscript is here printed. This may be useful, as
it has often been reprinted with different corrections. Thus slight changes
have been made in its text, even in the edition of the Anciens Textes Français,
without due comment. For example :—
line 25
PRINTED TEXT.
line 20, 30
Qui en Gaule
MANUSCRIPT.
Grand
Qui men gaule
line 32
seroye
Grant
seroie.
2 Deschamps obtains the name by which he designates England from the
Brut of Wace; cf. the ballade of Deschamps, Sur les divers noms de l’Angle¬
terre, with the refrain ""C’est de ce mot l’interpretacion,"" Œuvres vi, pp. 87-8;
and De la prophecie de Merlin sur la destruction d’Angleterre qui doit brief
advenir, refrain ""Ou temps jadis estoit ci Angleterre,"" Œuvres ii, pp. 33-4.
La langue pandras–the French language. The idea of this expression
comes also from Wace. Pandras was a mythical king of Greece, who had been
vanquished by Brutus–the first king of Britain (England) according to the
legend–at the head of a certain number of Trojan exiles who had been kept
as slaves by Pandras. When Brutus, with the Trojan victors, landed in
""Albion,"" he founded the realm of Britain. The language of the inhabitants
of Britain (that of Chaucer) is first of all called Trojan, then ""British,"" i.e. the
language of Brutus. The language of Brutus being English, the language of
Pandras, the enemy of Brutus, must have been French, the language of the
hereditary enemies of England. See an article in the Academy, Nov. 14, 1891,
p. 432, by Dr. Paget Toynbee, on this ballade.
16
[A.D. 1386] French Allusions. 17
Tu es damours mondains dieux en albie
Et de la rose en laterre angelique
Qui dangela saxonne et1 puis flourie
Angleterre delle ce nom sapplique
Le derrenier en lethimologique
15
En bon angles le livre translatas
Et un vergier ou du plant demandas
De ceuls qui font2 pour eulx auctorisier
A ja long temps que tu edifias
Grant translateur noble geffroy chaucier
20
A toy pour ce de la fontaine helye
Requier avoir un buuraige autentique
Dont la doys est du tout en ta baillie
Pour rafrener delle ma soif ethique
Qui men3 gaule seray paralitique
25
Jusques a ce que tu mabuueras
Eustaces sui qui de mon plant aras
Mais pran en gre les euures descolier
Que par clifford de moy auoir pourras
Grant translateur noble gieffroy chaucier
30
LENUOY
Poete hault loenge destmye4
En ton jardin ne seroie quortie
Considere5 ce que jay dit premier
Ton noble plant ta douce melodie
Mais pour scauoir de rescripre te prie
35
Grant translateur noble geffroy chaucier.
1 est?
2 Ceuls qui font, i.e. the poets, ""the makers."" Cf. Chaucer in the Compleynt
of Venus, where he speaks of Oton de Graunson as ""flour of hem that make
in Fraunce.""
3 en?
4 Destmye. It appears to us that this is without doubt, the reading ot the
manuscript, although, at first sight, “destruye"" might seem to be correct. But
on close inspection it will be seen that the down-stroke of the m is without
the small hook that the scribe attaches throughout to the r. ""destinye""
is possible, but no dot is visible over the i. It seems impossible to discover
the sense of the passage. Toynbee and Ker suggest “deservye"" (Academy,
Nov. 14, 1891), Nicholas, Wright and Sandras suggest “destinye""; ""destruye""
is printed in the edn. of the Anciens Textes Français, and Tarbé (Œuvres
inédites de Deschamps, 1819, tome i, pp. 123-4) is the sole editor who has
previously printed the word as it is found in the manuscript.
5 Should it be read considéré?",,,frm
part5_p18_a1,Vol.3,part V,p18,[1386-88.],[1386-88],medium,"Froissart, Jehan.",high,Jean Froissart,male,100178580,"Chroniques de France, d'Engleterre, d’Escoce, de Bretaigne, d’Espaigne, d’Ytalie, de Flandres, et d’Alemaigne.","(Œuvres de Froissart, ed. Kervyn de Lettenhove, Bruxelles, 1869, tome viii, p. 383.)","Environ le quaremiel [1377] se fist uns secrès trettiés
entre ces François et ces Englès, et deurent li Englès leurs
trettiés porter en Engleterre, et li François en France, cascuns
devers son signeur le roy, et devoient retourner, ou aultre
commis que li roy renvoieroient, à Monstruel-sus-mer, et sus
cel estat furent les trièwes ralongies jusques au premier jour
de may. . . Si furent envoyet à Monstruel-sus-mer, du costé
des François, li sires de Couci, li sires de le Rivière, messires
Nicolas Brake et Nicolas le Mercier, et du costé des Englès,
messires Guichars d’Angle, messires Richars Sturi et Jeffrois
Cauchiés.",,,frm
part5_p18_a3,Vol.3,part V,p18-19,1674.,1674,high,"Moréri, Louis.",high,Louis Moréri,male,2578518,[Article 'Geofroy' in the] Grand dictionnaire historique...,"première édition. [This work was revised and reprinted in 1681 (q. v.), and many times afterwards.]","[No article under Chaucer. But under Geofroy or Gode¬
froy de Viterbe there is a second paragraph which begins:]
Il y a aussi eu Geoffroy, . . . Religieux de l’ordre de Saint
Benoît. . .. [5 lines.]
. . . Geoffroy, autre Bénédictin. [5 lines.]
. . . Geoffroy Chaucer de Woodstock en Angleterre, sur¬
nommé l’Homere Anglois à cause de ses beaux vers, se fit
des Estimateurs de tous les honnêtes gens, et donna au
public divers Traités, dont Gesner fait le dénombrement, in
Bibl. Camden, Britan., p. 55.
. . . Geoffroy, dit de Fontibus. [4 lines.]
. . . Geoffroy de Ville Hardouin. [4 lines.]","[These five men are described in this one paragraph, whereas a little earlier 16 lines are given to Geofroy de Monmouth.]","biography,general-accounts,french",fr
part5_p19_a1,Vol.3,part V,p19,1681.,1681,high,"Moréri, Louis.",high,Louis Moréri,male,2578518,[Article 'Chaucer' in] Grand dictionnaire historique...,"[2nd ed., enlarged by Moréri, and ed. after his death in 1682, by G. Parayre], p. 872.","CHAUCER (Geofroy) natif de Woodstock en Angleterre,
vivoit dans le xiv Siècle. Il fut surnommé l’Homere Anglois,
à cause de ses beaux Vers, & il se fit des estimateurs de tous
les honnêtes gens de son tems. Il donna au public divers
Ouvrages de sa façon, dont on pourra voir le dénombrement
dans Leland, Pitseus, Gesner, &c. Le premier parle ainsi
de luy dans ses Epigrammes:
Praedicat Algerum merito Florentia Dantem,
Italia & numeros tota, Petracha, tuos,
Anglia Chaucerum veneratur nostra Poëtam,
Cui voneres debet patria lingua suas.
Chaucer, outre la Poësie, sçavoit les Mathématiques & les
belles Lettres. Ses Ouvrages Anglois ont été imprimez à
Londres l’an 1561. Il mourut en 1400. & en 1555, on
rétablit son tombeau qui est a Westminster & l’on y mit
cette Epitafe:
Qui fuit Anglorum vates ter maximus olim,
Galfredus Chaucer conditur hoc tumulo,
Annum si quaeras Domini, si tempora mortis,
Ecce notae subsunt, quae tibi cuncta notent.
XXV. Octob. 1400.
Gesner, in Bibl. Leland, Baleus 4 Pitseus, de Script. Angl.
Camden, etc.",,"biography,general-accounts,french",fr
part5_p20_a1,Vol.3,part V,p20,1702.,1702,high,"[Miège, Guy]",medium,Guy Miege,male,61673500,Etat prévent d'Angleterre sous la Reine Anne...,"Traduit de l’Anglois, à Amsterdam, 1702, tome ii, partie II, chap. i, p. 254.","leur Tempérament, Génie, Langage, avec une liste des plus
[Title of the chapter.] Des Habitans d’Angleterre, de
habiles Personnages de ce Païs qui ont excellé dans la Guerre,
& dans les Lettres. . . .
Pour la Poësie, Gower & Lydgate Moine de St. Edmund
Bury, le fameux Godefroy Chaucer Beau-Frère de Jean de
Gand Duc de Lancastre; le Chevalier Philippe Sydney, &
le fameux Spencer. Daniel, & Drayton, le premier le
Lucain, & l’autre l’Ovide des Anglois. Beaumont & Fletcher,
celuy-cy le Térence, & celuy-là le Plaute de la Nation.
Enfin Ben Janson [sic.] & le fameux Cowley.",,,fr
part5_p20_a2,Vol.3,part V,p20,1705.,1705,high,"[Des Maizeaux, P. J.]",medium,Pierre des Maizeaux,male,100174106,"[Preface, with a life of Saint Evremond, prefixed to] Œuvres meslées de Mr de Saint Evremond,","Londres, 1705, tome i, sign. c iii verso.","Il [Saint-Evremond] fut enterré dans l’Abbaye de West-
minster, auprès des Savans Casaubon, Camden, Barrow, &
des Poetes Chaucer, Spencer, Couley, &c.","[In the more recent edns. of this book, this sentence runs: ... auprès des ... célèbres Poëtes Anglois, Chaucer, Spencer, Cowley, &c.'—see, for instance, La vie de... Saint Evremond, par... Des Maizeaux (4me édn.), Amsterdam, 1726, p. 203.]",,fr
part5_p20_a3,Vol.3,part V,p20,1706.,1706,high,Unknown.,low,Unknown,,,"[Article in] Le Journal des Sçavans,","à Paris, pour l’année 1706, p. 249.",,"[A review, pp. 243-51, of l’Etat présent d’Angleterre, by Miège, 1702, quoting the list of poets; see under 1702 above.]",,N/A
part5_p20_a4,Vol.3,part V,p20,1707.,1707,high,Unknown.,low,Unknown,,,"[Article 'Chaucer' in] Grand dictionnaire historique [de Moréri],",1707.,"[The article is a little shorter than that in the edition of
1681.]. . . Il [Chaucer] fut surnommé l’Homere Anglois
à cause de ses poësies. Il donna au public divers Ouvrages
&c. . .. [Leland’s epigram and the epitaph on Chaucer's
tomb are both omitted.]",,"biography,general-accounts,french",fr
part5_p21_a1,Vol.3,part V,p21,1715.,1715,high,Unknown.,low,Unknown,,,"Journal Litéraire,","de l’année 1715, à la Haye, tome vi, 2° partie; Nouvelles litéraires de Londres, p. 505.","M. Urry Membre du College de Christ-Church à Oxford a
résolu de faire imprimer ici in folio toutes les Œuvres de
Chaucer ancien Poëte Anglois fort estimé. Il a examiné non
seulement toutes les autres Editions de ce Poëte, mais aussi
diverses anciennes copies manuscrites; & par ce moyen il a
corrigé un grand nombre de passages corrompus, rétabli
quantité de vers omis, & ajoûté divers Contes entiers de ce
Poëte qui n’avoient pas encore vû le jour. Il ajoûte à tout
cela un bon Glossaire, pour expliquer tous les vieux mots
Anglois de Chaucer. Ainsi on s’attend à une Edition fort
exacte & fort compléte. L’Editeur avoit obtenu Privilege
pour ce Livre peu de jours avant la mort de la Reine Anne :
il est daté du 20. Juillet 1714, & est à ce que je croi le dernier
de cette sorte qu’elle ait signé. On l’imprime par souscrip¬
tions : le prix à ceux qui ont signé est 30. shillings pour le
papier ordinaire & 50. shillings pour le grand papier.",,,fr
part5_p21_a2,Vol.3,part V,p21,1717.,1717,high,Unknown.,low,Unknown,,,"Dissertation sur la Poësie Angloise,","[article in the] Journal Litéraire de l’année 1717, à la Haye, tome ix, pt. i, p. 216.","[A long detailed article on English poetry, with comparison
between French and English poets. These words come at
the end]:
Cette Dissertation n’est déjà que trop grande pour un
Article de ce Journal, ainsi il est plus que tems de la finir,
quoi qu’il reste encore bien des choses à dire sur cette matière.
On n’a pas seulement parlé de Chaucer le Père de la Poësie
Angloise, mais on aura occasion d’en parler au long quand la
nouvelle Edition de ses Œuvres, que nous avons déjà annoncée
paroîtra.
[Other authors not mentioned for lack of space are Beau¬
mont and Fletcher, Lord Orrery, Ben Jonson, Suckling,
Sedley, Denham, Etherige, Cowley, Waller, Otway, Wicherly
and Congreve.] On pourra s’étendre à une autre fois, sur
tous ces Auteurs & sur plusieurs autres, si on trouve que ce
qu’on vient de dire ici est goûté des Lecteurs judicieux.",,,fr
part5_p22_a1,Vol.3,part V,p22,1734.,1734,high,Unknown.,low,Unknown,,,"Copie d'une Lettre, écrite de Londres le 19 at 30 Décembre, 1734, à M. Dargenville, Conseiller du Roy ... sur quelques Illustres Anglois","[in the] Mercure de France, Paris, May, 1735, p. 837.","Il y a un cahier de 12 Poëtes celebres Anglois, qui sont,
si je ne me trompe, Chaucher, Spenser, Johnson, Fletcher,
Beaumont, Shakespear, Milton, Cowley, Buttler, Otway, Waller
et Driden. Chaucher est le plus vieux Poëte dont on fasse
cas. Il vivoit dans le 14e siècle. Les Anglois d’aujourd’hui
ont de la peine à l’entendre. On dit qu’il est inimitable dans
ses Descriptions, et en general fort ingénieux. On a fait une
très belle Edition de ses Ouvrages en un volume in-folio avec
une Explication des expressions difficiles et surannées.",,,fr
part5_p22_a2,Vol.3,part V,p22,1735.,1735,high,"Thévet, André.",high,André Thévet,male,54944694,"Vie de Jean Clopinel, dit de Meung, [en tête du] Roman de la Rose, par G. de Lorris et J. de Meung,","3 tomes, Amsterdam, 1735, tome i, pp. li-lii, Ixv. [Thévet’s life of Jean de Meung is reprinted from his Pourtraits et vies des Hommes Illustres, 1584.]","Plusieurs ont voulu imiter ce Romans [sic] de la Rose, &
entre autres Geofroy Chaucer Anglois, qui en a composé un
qu’il intitule The Romant of the Rose; lequel, au raport de
Balæus, a esté tiré du Livre de l’Art d’aimer de Jean Mone,
qu’il il [sic] faict Anglois. Je conjecture qu’il entend nostre
Jean de Meung, encores qu’il le face Anglois, d’autant que
n’est aisé à croire qu’un Anglois osa se hazarder à une telle
œuvre, quoy que les termes ne semblent que trop rudes
maintenant, si estoient-ils bien riches pour lors. . . . [La
renommée de Jean de Meung] a esté en telle estime que
(comme j’ay dit) l’Anglois Baleus l’a voulu transporter en
Angleterre dont n’est merveilles. . . . Quoique ce soit
encores, est-il contraint de confesser que son Chaucer a pillé
(il appelle cela illustrer le Livre de Jean de Meung) les
plus beaux boutons qu’il a pû du Roman de la Rose, pour en
embellir & enrichir le sien.",,,fr
part5_p22_a3,Vol.3,part V,p22,1736.,1736,high,"Niceron, Jean Pierre.",high,Jean-Pierre Nicéron,male,128366,"Mémoires pour servir à l'Histoire des Hommes illustres dans la République des Lettres, avec un catalogue raisonné de leurs Ouvrages,","1729-45, 43 vols., tome xxxiiii, p. 44.",".. George Chaucer, l’Homere de son pays, a mis l’ouvrage
de Boccace en vers Anglois.",,,fr
part5_p23_a1,Vol.3,part V,p23,1737.,1737,high,Unknown.,low,Unknown,,,"Note on Chaucer [in] Le Spectateur, ou Le Socrate moderne.","Traduit de l’Anglois. Suivant la 4ème Édition d’Am¬ sterdam. Basle, 1737. Tome i, p. 374.","[Text. ] Chaucer* décrit fort joliment, dans un de ses
Contes, cette humeur volage d’une Idole; Il nous la repré¬
sente assise autour d’une Table avec trois de ses Esclaves, qui
n’oublient rien pour gagner ses bonnes graces, et lui rendre
leurs devoirs: Là -dessus, elle sourioit à l’un, buvoit à la
santé de l’autre, et pressoit le pié du troisième sous la
Table. Quel donc de ces trois dit le vieux Barde, croiriez-
vous être le véritable favori? De bonne foi, ajoute-t-il, pas
un des trois.
[Note.] *Il s’appelloit GEOFROI. & vivoit vers le milieu
du XV. siècle. Les Anglois le regardent comme le Pere de
leur Poësie.","[According to L. P. Betz (Bodmer-Denkschrift, Zürich, 1900, p. 238), editions of the above were published at Amsterdam in 1714, 1716-18, 1722-30, 1731-36, 1744, 1754-55; at Paris, in 1716-26, 1754 (corrigée et augmentée) and 1754-55. The only edition in the British Museum is dated Amsterdam, 1746-50, where this reference occurs in tome i, p. 379.]",,fr
part5_p23_a2,Vol.3,part V,p23,1740.,1740,high,Unknown.,low,Unknown,,,[Article 'Chaucer' in the] Grand dictionnaire historique...,"commencé en 1674 par Mre Louis Moréri.. 18 édn., 1740, tome ii, p. 352.","CHAUCER (Géofroy), natif de Woodstock en Angleterre,
dans le xiv siécle, fut surnommé l’Homére Anglois, à cause
de ses Poësies. Il donna au public divers Ouvrages de sa
façon, dont on pourra voir le dénombrement dans Léland,
Pitseus, Gesner, etc. . . . Chaucer, outre la Poësie, sçavoit les
Mathématiques et les Belles Lettres. Ses ouvrages Anglois
ont été imprimez à Londres l’an 1561. On a de lui en Latin,
Laudes bonarum Mulierum; Vita Cleopatræ; Vita Lucretiæ
Romanæ; Flos Urbanitatis; Sepultura Misericordia; De
Astrolabii ratione. Il mourut en 1400, et en 1555, on rétablit
son tombeau, qui est à Westminster. Gesner, in biblioth.
Leland. Balaeus et Pitseus, de script. angl. Camden, etc.","[The sentence relating to Chaucer's Latin works appears for the first time in this edition. For earlier editions see above, 1674, Moréri, and 1688 and 1707, Unknown.]","biography,general-accounts,french",fr
part5_p24_a1,Vol.3,part V,p24,1745.,1745,high,"[Le Blanc, J. B.]",medium,"Jean-Bernard, abbé Le Blanc",male,2512077,"Lettres d'un François,","à la Haye, 1745, tome i, pp. 104-5.",". . . L’Anglois d’il y a trois ou quatre cens ans, étoit encore
plus mélangé du François, qu’il ne l’est aujourd’hui. Je ne
sçai même si la connoissance de l’Anglois de ces tems-là ne
seroit pas très-utile à ceux qui veulent entendre notre vieux
François. La lecture de Chaucer m’a rendu celle de nos
anciens Poëtes plus facile.",,"criticism,language,corruptedEnglish",fr
part5_p24_a2,Vol.3,part V,p24-26,1749.,1749,high,"Yart, Antoine, Abbé [de Rouen].",high,Antoine Yart,male,12657165,"Idée de la poësie angloise, ou Traduction des meilleurs Poëtes Anglois, qui n’ont point encore paru dans notre Langue, avec un jugement sur leurs Ouvrages, & une comparaison de leurs Poësies avec celles des Auteurs anciens & modernes.","A Paris, chez Claude Briasson ... 2 tomes, 1749.","[tom. i, p. xix]
[Abridgement of the life of John Philips], écrite en anglois,
par M. George Sewell, éditeur de ses Ouvrages.
. . . à l’exemple de Milton, son Auteur favori, il cherchoit
à s’enrichir des termes propres, expressifs, harmonieux du
vieux langage. . .. Dans ce dessein, il lut Chaucer &
Spenser.
[Note by Yart.] Chaucer vécut au milieu du quatorzième
siècle; il mourut en 1400, il a composé un assez grand
nombre de Contes; ses Compatriotes admirent l’enjoue¬
ment & la naïveté de ses narrations; mais son langage
est tellement vieilli, que les Anglois ne l’entendent presque
plus; il faisoit des vers fort enjoués, & il sçavoit les Mathé¬
matiques; il fut surnommé l’Homère Anglois; son Tombeau
est à Westminster: on l’a rétabli en 1550.
[p. xxiij- [Abridgement of the life of Philips, by Sewell.] Simon
. . . . . . . . . .
xxiv]
Harcourt, Lord Chancelier d’Angleterre lui a élevé à West¬
minster un mausolée auprès de celui de Chaucer. . . .
. . . . . . . . . .
[p. xxvij] [Abridgement of the life of Philips, continued,—epitaph]
Qu’il lui soit donc permis, ô Chaucer, Père de la Poësie
Angloise, quoiqu’il n’ait pas suivi les Loix (a) que vous avez
données à la versification, de fermer un des côtés de votre
Tombeau, il ne deshonorera pas le Chœur des Poëtes qui
entourent vos cendres.
Fas fit hinc
Auso licet à tuâ metrorum lege dicedere,
O Poësis Anglicanæ Pater, atque conditor Chaucere,
Aeternum tibi latus claudere:
Vatum certè cineres, tuos undique stipantium;
Non dedecebit chorum.
(a) [Note by Yart.] Milton fut le premier Poëte
d’Angleterre qui substitua aux Vers rimés, inventés par
Chaucer, les Vers blancs ou non rimés. Philips, & plusieurs
autres Poètes, ont imité Milton dans ce nouveau genre de
Poësie. . . .
. . . . . . . . . .
[tom. ii, On va voir parottre Chaucer & Spencer, ensuite Cowley,
d. 77]
Milton, Denham, & enfin Waller, Roscommon, Dryden,
Congreve & Montagu, on verra naître la Poësie Angloise
avec les premiers, se former avec les seconds, & se polir avec
les derniers.
. . . . . . . . . . .
[p. 80] Histoire abrégée des plus grands poëtes anglois, par
Joseph Addison, à monsieur Henry Sacheverell. [A trans¬
lation follows from Addison’s Account of the greatest English
poets, 1694. Yart translates thus the verses referring to
Chaucer.]
Vous voulez, cher Sacheverell, que je parcoure les siècles
qui se sont écoulés depuis Chaucer jusqu’à Dryden. . . .
[p. 81]
Nos stupides ayeux étoient plongés depuis long-tems dans
un sommeil profond; leur âme insensible, n’étoit point émue
[p. 82] par l’enthousiasme des neuf sœurs, lorsque Chaucer parut;
Poëte naïf, il fit divers Contes en Vers & en Prose, mais le
tems a porté sa rouille sur ses Ecrits, défiguré son langage,
obscurci son esprit; il s’efforce d’égayer ses vers grossiers
par des plaisanteries, il ne peut venir à bout de divertir ses
lecteurs.
. . . . . . . . . . .
[p.107] [The Progress of Poetry, by Lady Mary Wortley Montagu.]
. . . Chaucer, le premier, ouvrit sa veine comique, il en fit
couler ses contes plaisans & naïfs: des beautés sans parure,
ornent ses vers sans art; son style est grossier, mai ses
pensées sont fortes.",,"biography,general-accounts,french",fr
