ID,Volume,Part,Page,Date,Date_cleaned,Date_certainty,Author,Author_certainty,Author_Wkdt,Author_gender,Author_Viaf,Title,Imprint,Quotation,Headnotes,Index_category,Language
part5_p106_a3,Vol.3,part V,p106,1898.,1898,high,Unknown.,high,Unknown,,,"[Article 'Chaucer' in] Le Nouveau Larousse illustré,","tome ii, p. 735 [short biographical notice].",,,,N/A
part5_p106_a4,Vol.3,part V,p106,1900.,1900,high,"Legouis, Émile.",high,Émile Legouis,male,73916839,Quel fut le premier composé par Chaucer des deux Prologues de la Légende des Femmes Exemplaires ?,"[extract from the Revue de l’enseignement des langues vivantes, Paris, April 1900]. Le Havre, 1900.",,[M. Legouis maintains that the A text was composed first.],"works,otherSeparateWorks,legendGoodWomen",N/A
part5_p106_a5,Vol.3,part V,p106,1900.,1900,high,"Lecoq, J.",high,"Lecoq, J.",male,61632572,"[Notice of Legouis, Quel fut le premier composé par Chaucer des deux prologues de la Légende des Femmes Exemplaires, in the] Revue Critique d’Histoire et de Littérature,","10 Dec. 1900, p. 467.",,,"works,otherSeparateWorks,legendGoodWomen",N/A
part5_p106_a6,Vol.3,part V,p106,1900.,1900,high,"Lecoq, J.",high,"Lecoq, J.",male,61632572,"[Notice of Skeat's Chaucer Canon, in the] Revue Critique d’Histoire et de Littérature,","10 Dec. 1900, pp. 466-7.",,,"works,otherSeparateWorks,legendGoodWomen",N/A
part5_p106_a7,Vol.3,part V,p106,1903.,1903,high,"Raynaud, Gaston.",high,Gaston Raynaud,male,76321870,"Introduction [to the] Œuvres complètes de Eustache Deschamps,","Société des Anciens Textes Français, tome xi, 1903, Sujets des pièces, p. 213.","Chaucer. Toute une ballade adressée à Chaucer fait allu¬
sion à une traduction anglaise du Roman de la Rose aujour¬
d’hui perdue, dont il était l’auteur. Son poème The Flower
and the Leaf (Aldine edition, 1902, t. ix, p. 87), peut aussi
être rapproché des pièces consacrées par Deschamps à l’Ordre
de la Fleur et à l’Ordre de la Feuille.",,,fr
part5_p106_a8,Vol.3,part V,p106,1906.,1906,high,"Harvey-Jellie, W.",high,Wallace Raymond Harvey-Jellie,male,73701687,"Les Sources du Théâtre Anglais à l’époque de la Restauration [Thesis],",p. 32.,"Waller remit en lumière les vers suivis, dont Chaucer
s’était si remarquablement servi.",,,fr
part5_p107_a1,Vol.3,part V,p107-109,1907.,1907,high,"Gebhart, Émile.",high,Émile Gebhart,male,14867427,"Merry Old England [article from the] Gaulois,","Tuesday, April 23, 1907. [A review of the translation of the first series of the Canterbury Tales appearing in the Revue Ger¬ manique, September, 1906. See below, under 1908.]","La joyeuse vieille Angleterre ! Je ne demandais pas mieux
que de souscrire à ce signalement, qui s’impose à nous
par l’autorité séculaire d’un proverbe ou d’une sentence
historique.
Mais j’avais beau me frotter les yeux, je ne distinguais
pas très clairement, dans la vieille littérature anglaise, ce
trait caractéristique de gaieté nationale. Shakespeare n’est
point d’humeur essentiellement joyeuse [M. Gebhart cites
Macbeth, Hamlet and 'le gros Falstaff,' qui 'n’est qu’un
bouffon de taverne.' Sterne, Swift and Addison, and
Hogarth and the other caricaturists of the eighteenth
century, are not really happy (joyeux). In the history of
the country itself, as in its literature and arts of design,
reigns a terribly tragic note.]
Et voilà que toujours The Merry Old England s’obstine à
se dérober à nos yeux.
Elle existe pourtant, bien originale et bien vivante, et
c’est précisément aux années mêmes de l’Aguto et dans les
horreurs de la guerre de Cent Ans, qu’elle se révèle de la
manière la plus inattendue et la plus aimable. Le premier
grand poème de la littérature anglaise, les Contes de Canter¬
bury de Geoffrey Chaucer, nous ménageaient cette surprise.
Les plus distingués de nos maîtres anglicisants viennent
d’en entreprendre la traduction, sous la direction de M.
Émile Legouis. . . .
[A short biography of Chaucer and an account of his debt
to Boccaccio’s Decamerone follow.]
. . . . . . . . . . .
L'imagination de Chaucer fut joliment créatrice. Voyez,
en son Prologue, la variété individuelle, et le mouvement des
personnages qui évoluent comme sur une scène de théâtre
bien réglée, la face franchement tournée vers le spectateur,
avec leur allure propre, leur costume, leur geste professionnel,
l’inoubliable trait particulier de leur visage.
Voici vingt-neuf pèlerins qui s’en vont à Canterbury, afin
d’y vénérer les reliques du grand évêque martyr. Le hasard
les a réunis en une hôtellerie du vieux Londres, à l’enseigne
du Tabard : ils représentent, en dehors de l’aristocratie
féodale, la société anglaise de l’époque. . . .
L’hôte, un joyeux drille, ravi d’une clientèle si choisie, se
joint au pèlerinage et propose à ses compères de conter, le
long du chemin, des histoires d’aventures 'du temps jadis.'
. . . L’offre du rusé aubergiste est acclamée par enthousi¬
asme. On tire à la courte paille. Au chevalier de parler
le premier. C’est un lettré, ce chevalier. Il a lu la Théséide
de Boccace, et raconte amplement les chevaleries du duc
Thésée. Et chacun à son tour, paye son écot. C’est un
défilé de contes de toutes les couleurs, surtout de couleurs
assez crues, de fabliaux friands, de bons tours d’écoliers,
dont quelques-uns seront repris et tendrement ciselés à neuf
par La Fontaine. Madame la Prieure, les clercs et les
moines auront maintes fois l’occasion de baisser les yeux,
tout en cheminant vers la tombe de saint Thomas Becket.
Gaietés de saveur toute gauloise, d’importation étrangère :
je n’y reconnais pas encore un signe d’originalité. La
grande invention de Chaucer, c’est le portrait même de ses
pèlerins. La galerie qu’il nous fait parcourir est chose
merveilleuse. Chaque figure du Prologue est l’effigie d’un
tempérament moral; la démarche, le costume, la coiffure,
le tour et le ton de la parole jusqu’aux menues confidences
du poète sur le train intime ou les innocentes manies du
personnage, tout concourt à la perfection du tableau. Mais
notez ceci, qui est essentiel ; Chaucer ne vise point à la
caricature ; il a le sens nécessairement mesuré et discret du
comique, et le grotesque n’est point pour le séduire. Ses
couleurs ont la fraîcheur du matin verdoyant de mai qui
éclaire la marche du pèlerinage, jamais elles ne sont violentes.
Il se trouvait jouir du plus charmant état d’âme : la con¬
templation du monde l’amusait ; il jugeait divertissants les
visages et les actes quotidiens de ses semblables et n’en res¬
sentait ni colère, ni amertume, ni tristesse. Il les caressait
d’une ironie légère, et se gardait de les meurtrir d’une moquerie
méchante. Soyez certains que cet homme ne s’ennuyait pas
souvent et que, dans le cercle seigneurial où l’on goûtait la
grâce de son esprit, la mélancolie fut une visiteuse assez rare.
Je détache l’image de la 'simple et discrète' Prieure,
Mme Eglantine, dont le plus grand serment était : 'Par saint
Eloi !' [A description of the Prioress follows.]
. . . . . . . . . .
La miniature est exquise.
Cette allégresse de l’imagination, assaisonnée de malice et
de bonhomie, fut-elle le don propre de Geoffroy Chaucer, ou
bien répond-elle à l’enjouement de la société féodale anglaise,
vers la fin du quatorzième siècle ? Nous saisirons enfin The
Merry Old England, au moins dans les rangs cultivés de
l’aristocratie. Sinon, le vieux conteur représenterait à lui
seul la 'joyeuse vieille Angleterre.' Or, comme une hirondelle
ne fait pas le printemps, je me trouverais lancé de nouveau
sur une mer d’incertitude.",,"criticism,general,/works,canterburyTales,editionsFrench/works,canterburyTales,prologue",fr
part5_p109_a1,Vol.3,part V,p109,1907.,1907,high,"Berger, P.",high,Pierre Berger,male,173691473,"William Blake, Mysticisme et Poésie,","pp. 87, 88.",,,,N/A
part5_p109_a2,Vol.3,part V,p109-111,1908.,1908,high,"Gebhart, Émile.",high,Émile Gebhart,male,14867427,"Deux Contes de Geoffroy Chaucer [article from the] Journal des Débats,","11 March, 1908. [Review of the second series of the Tales appearing in the Revue Germanique. See under 1908 below.]",". . . Je ne veux aujourd’hui que présenter au lecteur l’ou¬
vrage si peu connu, chez nous, du Boccace anglais, invention
charmante, qui a toutes les grâces, les maladresses, les
timidités et le joli pédantisme des créations de l’adolescence.
Quand Chaucer a la bonne fortune de rencontrer quelque
tragique tradition morale venue de Tite-Live, par exemple
la mort de Virginie, il s’y complaît avec cette joie que les
poètes du moyen âge ont savourée chaque fois qu’ils tou¬
chaient aux souvenirs de la Grèce ou de Rome. Nos aieux,
ravis de paraître si savants, s’abandonnaient alors à de
délicieux bavardages : l’histoire romaine chez la portière.
Mais voici un conte, qui promettait beaucoup, mais qui finira
mal, ou plutôt qui ne finira pas du tout : le conte de sire
Topaze ! Chaucer semblait s’abandonner à un souffle d’in-
vention chevaleresque : ce petit jouvenceau de sire Topaze,
né en Flandre, 'par delà la mer,' fils de seigneur, brave,
mignon, la face blanche comme pain de luxe, les lèvres rouges
comme rose, les cheveux et la barbe d’un blond de safran,
s’en allait chevauchant par les collines et les vallées, sous la
futaie des forêts profondes, la lance en arrêt, gaiement, folle¬
ment, le galop de son cheval chassait les chevreuils, les
lièvres et les sangliers hors de leurs retraites ; mais Topaze
ne se souciait point des bêtes fauves : il attendait le chant
des oiseaux.
 . . . . . . . . . . .
Cet élan printanier à travers la vie, cette intelligence
familière des voix de la nature, du chant des oiseaux,
faisaient vaguement penser au saint Julien l’Hospitalier de
Flaubert : cet amour pour une créature de rêve, toute voilée
de brouillard et de rayons de lune, nous acheminait vers la
féerie, vers les prestiges du roman chevaleresque, qui déjà
enchantait l’imagination héroique de l’Espagne. M. Legouis
voit en effet, en ce conte, une imitation, mais une imitation
ironique de cette littérature qui, au temps de Chaucer,
dégénérait déjà en ballades ou poèmes populaires semi
lyriques.
. . . . . . . . . . .
Dans le vieux fabliau, où les trois personnages essentiels
sont le mari, la femme et l’amant (très souvent un moine de
la race de Frère Jean des Entommeures), Chaucer se sent
fort à son aise ; dans l’aimable conte du Marinier, où le
moine, dom Jean, est le cousin même du mari, il imagine
des incidents et des discours franchement comiques. Ceci
est la bonne veine de la littérature bourgeoise du moyen âge
européen. Après tout, l’invention de Chaucer n’y porte que
sur le détail des épisodes. Mais le don original du conteur
est une plaisante allégresse du récit ; il s’amuse infiniment
aux histoires contées par ses pèlerins. Si le conte est une
prédication morale, il le renforce de toute l’érudition possible,
d’un véritable débordement d’exemples édifiants. Dans le
conte du moine défilent les plus tragiques mésaventures,
d’Adam à Pierre le Cruel : Néron y occupe une place fort
ample, et Ugolin s’y montre en toute l’horreur de sa détresse.
Ce dernier tableau est d’une réelle beauté, et fort curieux à
étudier de près : certains traits d’un pathétique profond, à
peine indiqué par Dante, ont été saisis par l’instinct poétique
de Chaucer :
Le geôlier ferma la porte de la tour.
Il l’entendit bien, mais ne dit mot.
C’est le terrible Senza far motto de la Cantica. Mais, tout
aussitôt, étourdi comme un écolier, notre Anglais inflige au
texte italien un étrange contresens :
Io non piangeva : si dentro impietrai.
'Je ne pleurais pas : tant j’avais de pierre en dedans.'
'Hélas ! hélas !' gémit l’Ugolin de Chaucer, 'pourquoi
suis-je né ?'
'A ces mots, les larmes tombèrent de ses yeux.'
Le plus intéressant morceau de cette seconde série, au
point de vue de l’œuvre artistique, me semble être le Conte
du prêtre de Nonnains, du Coq chanteclair et de la Poule
Pertelote, un fabliau installé dans le monde de la volaille, un
démenti infligé à la tradition triomphante de maître Renard,
Renard l’invincible et l’infaillible, et, mêlée à ce drame de
basse-cour, une théorie de la divination et des songes d’après
les meilleurs auteurs de l’antiquité. Un pur bijou et, si le
chapelain de ces petites nonnes avait, en son bréviaire, beau¬
coup de contes, aussi agréables, on ne devait point s’ennuyer
au couvent.
 . . . . . . . . . .",,"criticism,general,",fr
part5_p111_a1,Vol.3,part V,p111,1908.,1908,high,"Hœpffner, Ernest.",high,Ernest Hoepffner,male,49288679,"Introduction [to the] Œuvres de Guillaume de Machaut,","Soc. des Anc. Textes Français, tome i, p. vii.","Les œuvres de Guillaume étaient connues même au delà
du domaine de la langue française. Chaucer, le grand poète
anglais, s’est inspiré du Dit de la Fontaine amoureuse pour son
Boke of the Duchesse et a fait des emprunts encores à d’autres
poèmes de Machaut.",,,fr
