ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnote
part2_p127_a1,Vol.2,Part II,p127,1820.,"[Lamb, Charles.]","Oxford in the Vacation,","signed ‘Elia,’ [in] The London Magazine, Oct. 1820, p. 366. (Published in Elia, 1823. The Works of Charles and Mary Lamb, ed. E. V. Lucas, 7 vols., 1903-5, vol. ii, Elia [no. 2], p. 9.)","The walks at these times are so much one's own,—
the tall trees of Christ's, the groves of Magdalen! The halls
deserted, and with open doors, inviting one to slip in un¬
perceived.  ... Then, to take a peep in by the way of the
butteries, and sculleries, redolent of antique hospitality: the
immense caves of kitchens, kitchen fireplaces, cordial recesses;
ovens whose first pies were baked four centuries ago; and
spits which have cooked for Chaucer! Not the meanest
minister among the dishes but is hallowed to me through his
imagination, and the Cook goes forth a Manciple.",
part2_p127_a2,Vol.2,Part II,p127,1820.,"Lamb, Charles.","Review of Keats’s Lamia and other Poems,","[in] The New Times, July 19, 1820. (The Works of Charles and Mary Lamb, ed. E. V. Lucas, 1903-5, 7 vols., vol. i, p. 201.)","Like the radiance, which comes from those old windows
upon the limbs and garments of the damsel [in the Eve of
St. Agnes], is the almost Chaucer-like painting, with which
this poet illumes every subject he touches.  ... The finest
thing in the volume is the paraphrase of Boccaccio's story of
the Pot of Basil.  ... Her [Isabella's] avowal at it [the
grave] and digging for the body, is described in the following
stanzas, than which there is nothing more awfully simple in
diction, more nakedly grand and moving in sentiment, in
Dante, in Chaucer, or in Spenser:
She gazed into the fresh-thrown mould [etc.].",
part2_p127_a3,Vol.2,Part II,p127,1820.,"Mitford, Mary Russell.","Letter to Sir William Elford,","Aug. 24, 1820, [in] The Life of Mary Russell Mitford, ed. Rev. A. G. L’Estrange, 1870, vol. ii, p. 108.","I have as yet only seen some extracts from Mr. Keats's
new poems. Those extracts seem to me finer than anything
that has been written these two hundred years–finer than
Wordsworth even–more Dantesque, a compound of Chaucer
and the old Florentine. I hope and trust he will live to
answer his barbarous critics by many such works.",
part2_p127_a4,Vol.2,Part II,p127,1820.,"Scott, Sir Walter.","The Abbot,","3 vols., vol. iii, ch. i, p. 9. (Border Edition, ed. Andrew Lang, 1893, vol. ii, ch. vii, p. 108.) [Brief reference to Chaucer's Pardoner. For references added in Intro duction and notes to later edns., see below, 1831.]",,
part2_p128_a1,Vol.2,Part II,p128,1820.,"Scott, Sir Walter.","The Monastery,","3 vols., vol. i, ch. x, p. 302; vol. ii, ch. i, pp. 9-10 and n.; vol. iii, ch. iv, pp. 94-5. (Border edition, ed. Andrew Lang, 1894, vol. i, ch. xi, p. 132; ch. xiii, p. 154; vol. ii, ch. xii, p. 164.) [For an additional reference in the introduction to later edns., see below, 1830.]","[vol. i,
It is an old proverb, used by Chaucer, and quoted by Eliza¬
[vol. i, p. 132.]  beth, that ""the greatest clerks are not the wisest men""; and
it is as true as if the poet had not rhymed or the Queen
reasoned on it.
[For other references by Scott to Queen Elizabeth's quotation of this line, see
below, 1821, Kenilworth, and 1828, Tales of a Grandfather.]
[vol. i,
p. 154]
But then a miller should always be of manly make, and
has been described so since the days of Chaucer and James I. ¹
[vol. ii,  [Brief reference to Chaucer's Knight, and quotation of Prol.
p. 164] l. 69.]","¹ The verse we have chosen for a motto, is from a poem imputed to James I. of Scotland. As for the Miller who figures among the Canterbury Pilgrims, besides his sword and buckler, he boasted other attributes, all of which, but especially the last, shew that he relied more on the strength of the outside than of the inside of his skull. The miller was a stout carl for the nones, Full big he was of brawn, and eke of bones; That proved well, for wheresoe’r he cam, At wrestling he wold bear away the ram: He was short-shoulder'd, broad, a thick gnar; There n’as no door that he n’old heave of bar, Or break it at a running with his head, &c. [Prol, ll. 545-51.]"
part2_p128_a2,Vol.2,Part II,p128-129,1820.,Unknown.,"Ancient State of the Jews in England,","[in] The London Magazine, May, pp. 505, 509 and n.","Chaucer, who so clearly shews us the minutest peculiarities,
as well as the deepest feelings of his times, gives us, in the
Prioresses Tale, the feeling of the pious as to the motives
of this toleration of princes.
There was in Asie in a gret citee
[and four following lines.]
[Prioresses Tale, ll. 36-40.]
[p. 509] Chaucer, who used the poet's licence of supporting any
fable, however mischievous, from which he might produce
a striking effect, alludes, in the beautiful tale which we have
already quoted,—and which is as powerful in the expression
of devout implicit faith, as ‘the story of Cambuscan bold’ or
the Knight's tale, is in romantic or chivalrous feeling,—to the
story of Hugh of Lincoln, and puts in the mouth of the
Prioress an excellent reason for her belief in it;—
O Young Hew of Lincoln! slain also
With cursed Jews, as it is notable
For it n' is but a litel while ago,
Pray else for us, we sinful folks unstable, etc.
[Prioresses Tale, ll. 232-5.]
This 'little while ago' was about 130 or 140 years, so
that the Prioress of Chaucer must have had as accurate a
personal knowledge of the fact, as we have of the young
Pretender’s being conveyed into the bed of James the Second’s
Queen, in a warming pan, in the year 1688.",
part2_p129_a1,Vol.2,Part II,p129,1820.,Unknown.,"Manners of the Athenians,","[in] The Quarterly Review, May, 1820, vol. xxiii, p. 267 n.","In his [Aristophanes'] Birds, the sycophant, more bold than
Chaucer’s summoner, whom he there resembles in vocation,
announces his trade and justifies it by reasoning. [Brief
quotation, Freres Tale, ll. 1393-4.]",
part2_p129_a2,Vol.2,Part II,p129,1820.,"[Wainewright, Thomas Griffiths ?]","Modest Offer of Service from Mr. Bonmot to the Editor of the “London Magazine,""","[in] The London Magazine, Jan., 1820, pp. 22, 24. [Ascribed to Waine wright conjecturally and reprinted in Essays and Criticisms by T. G. Wainewright, 1880, pp. 2, 9.]","[The 'modest offer' in the form of a letter is followed by
twelve stanzas, which, says the editor, “We believe we owe
to Mr. Bonmot's goodness."" One stanza alludes to Chaucer :]
I'm glad to find there is a doubt
From what trunk Chaucer was a sprout;—
A noble one some say:
But whispers go, that Chaucer's father
A vintner was–or cobbler rather–
Hence his French name–Chaucier.",
part2_p129_a3,Vol.2,Part II,p129,1820.,"[Wainewright, Thomas Griffiths.]","Sentimentalities on the Fine Arts,","by Janus Weathercock, Esq., nos. ii, iii, [in] The London Magazine, March and April, pp. 285, 287, 402-3. (Essays and Criticisms, 1880, pp. 23, 29, 38.)","[p. 23] [Quotation for heading:
Through the trees the Sunné shone [to]
Ne in all the welkin was no cloud.
[p. 29] [Quotations, Prol., l. 81, and Rom. Rose, l. 826.]
[p. 38] [Quotation, Legend of Good Women, ll. 31 sqq.]",
part2_p12_a1,Vol.2,Part II,p12,1803.,"[Southey, Robert.]","Review of Ritson's Ancient English Romances,","[in] The Annual Review, vol. ii, art. ii, pp. 516, 523.","[p. 516] When the race of little men had succeeded, they were for
improving everything. Dryden... could perceive that
Chaucer was a poet, but his old gold seemed to him to
want scouring, and he thought it was reserved for him to
make it shine. [A similar reference to Pope’s versions
follows.]",
part2_p12_a2,Vol.2,Part II,p12,1803.,"Southey, Robert.","Review of Godwin's Life of Chaucer,","[in] The Annual Review, vol. ii, art. ii, pp. 462-73.","[p. 463] irrelevance of the work; in this method:] Chaucer was born
[A scathing review, pointing out the disproportion and
in London, 1328, . . . therefore the first chapter... is a
[p. 464] history... of the city of London!... When the poet
was a young man he must have heard the minstrels: so
Chaucer and the minstrels are the fifth chapter.....
Chaucer must have seen castles and cathedrals and palaces:
so the eighth chapter is upon Gothic architecture....
[p. 472] By attempting too many things in this work, the author
has failed in all. [The merits of the work are: a good
account is given of the reign of Richard II, much light is
thrown upon the minor poems of Chaucer, and some facts
respecting his life have been recovered from public records.]",
part2_p12_a3,Vol.2,Part II,p12,1803.,"[Southey, Robert.]","Review of Ellis's Specimens of the Early English Poets,","[in] The Annual Review, vol. ii, art. iv, pp. 548, 549.","[A long passage from Ellis on Chaucer's language and style
quoted approvingly; the language of Chaucer, says Southey,
is] a subject which should have been investigated by his late
biographer [Godwin].",
part2_p130_a1,Vol.2,Part II,p130,1820.,"Wordsworth, Dorothy.","Journal of a Tour on the Continent,","[in] the Journals of Dorothy Wordsworth (ed. W. Knight, 2 vols., 1897, vol. ii, pp. 179, 186).","[p. 179] Cologne, Saturday, July 22nd.—... We turned our backs
upon the cathedral tower of Cologne, an everlasting monument
... of sublime designs unaccomplished–remaining, though
not wholly developed, sufficient to incite and guide the dullest
imagination,—
Call up him who left half-told
[p. 186] Mayence [no date]... Last night, in reading Chaucer's
The story of Cambuscan bold!
Prologue to the Canterbury Tales, mine host of the Tabard
recalled to my memory our merry master in the dining room
at Mayence.
A seemly man our Hoste was withalle
To han bene a Marshal in an Halle;
A large man he was–bold of his speech.",
part2_p130_a2,Vol.2,Part II,p130,1820.,"Wordsworth, William.",Seathwaite Chapel:,"sonnet xviii [in the River Duddon series]. (Poetical Works, ed. W. Knight, 1896, 8 vols., vol. vi, p. 249, 269-70 [Notes].)","When this low pile a Gospel Teacher knew,
In those days
Whose good works formed an endless retinue:
Such Priest as Chaucer sang in fervent lays.
[The revised text of 1845 reads:
[p.269] [Note on the above lines following an extract from parish
""A Pastor such as Chaucer's verse portrays.""]
register of Seathwaite Chapel concerning the burial of the
Rev. Robert Walker:]
[p. 270] This individual is the Pastor alluded to, in the eighteenth
Sonnet, as a worthy compeer of the Country Parson of
Chaucer.",
part2_p130_a3,Vol.2,Part II,p130-131,1820-21.,"[Hazlitt, William.]",The Plain Speaker.,"Vol. i. On the Pleasure of Hating, p. 321. Vol. ii. On Reading Old Books, p. 78. On Personal Character, p. 111. On Antiquity, p. 147. On the Difference between Writing and Speaking, p. 183. On a Portrait of an English Lady, p. 208. (Collected Works of William Hazlitt, ed. Waller and Glover, 1902-6, 13 vols., vol. vii, pp. 133-4, 227, 240, 255, 270, 280.)","[Some of the Essays appeared, as ""Table Talk,"" in the London Magazine, 1820-21.]
[p. 133] To cry up Shakespeare as the God of our idolatry, seems
[On the Pleasure of Hating.]
like a vulgar national prejudice; to take down a volume of
Chaucer, or Spencer, or Beaumont and Fletcher, or Ford, or
Marlowe, has very much like the look of pedantry and
egotism.
. . . . . . . . . .
[p. 255] When Chaucer, in his Troilus and Cressida, makes the
[On Antiquity.]
Trojan hero invoke the absence of light, in these two lines–
Why proffer'st thou light for me to sell?
Go selle it them that smallé seles grave!
he is guilty of an anachronism; or at least I much doubt
whether there was such a profession as that of seal-engraver in
the Trojan war.",
part2_p131_a1,Vol.2,Part II,p131,1821.,"Byron, George Gordon, Lord.","The Vision of Judgment,","Preface [signed “Quevedo Redivivus""]. (The Works of Lord Byron, Poetry, ed. E. Hartley Coleridge, 1899, etc., vol iv, p. 484; one volume ed., 1905, p. 517.)","The whole action passes on the outside of heaven; and
Chaucer's Wife of Bath, Pulci's Morgante Maggiore, Swift's
Tale of a Tub,... are cases in point of the freedom with
which saints, etc., may be permitted to converse in works not
intended to be serious.","[The Allusion is to the Ballad, q.v. above, vol. i, p. 288, and below, App. A, c. 1600. The Vision of Judgment was finished on October 4, 1821. The Preface, though written at the same time, was not published with the poem in the Liberal (no. 1, Oct. 15, 1822), see Works, Poetry, ed. E. H. Coleridge, vol. iv, p. 478.]"
part2_p131_a2,Vol.2,Part II,p131-132,1821-4.,"[Cary, Henry Francis.]","The Early French Poets,","[in] The London Magazine, Dec. 1821, vol. iv, pp. 588, 591; March 1822, vol. v, p. 231; Jan. 1823, vol. vii, p. 44; May, 1823, vol. vii, p. 554; Sept. 1823, vol. viii, pp. 305-6 n; April 1824, vol. ix, pp. 402-3. (Volume edn., 1846, pp. 3-4, 12, 51, 185, 212, 232-4n, 271, 273, 275.)","[pp. 2-4] [Marot's Temple of Cupid worthy of Chaucer.]
[p. 12] It may be seen from this view of one of his poems (the
Temple of Cupid) how strong a resemblance Marot bears to
Chaucer. He has the same liveliness of fancy; the same
rapidity and distinctness of pencil; the same archness; the
same disposition to satire: but he has all these generally in a
less degree. His language does not approach much nearer to
the modern than old Geoffrey's, though his age is so much
[p. 51]
less remote from ours.
used to refresh himself largely at the same fountain [French
When we consider, that... the Father of English poetry
poetry], we cannot but look upon it as a source of hallowed
[p. 212] [Ros's translation of  “La Belle Dame sans Merci,"" mis¬
waters.
takenly attributed to Chaucer.]",
part2_p132_a1,Vol.2,Part II,p132,1821.,"De Quincey, Thomas.","Confessions of an English Opium-Eater,","pt. ii, [in] The London Magazine, Oct. 1821, p. 364. (Works, 1862-71, vol. i, p. 218.)","Here I take the liberty of an Eclectic philosopher, and I
look out for some courteous and considerate sect that will
condescend more to the infirm condition of an opium-eater;
that are ""sweet men,"" as Chaucer says, ""to give absolution,""
and will show some conscience in the penances they inflict,
and the efforts of abstinence they exact, from poor sinners
like myself.
[In the later editions ""sweet men, &c."" was replaced by
"" pleasant men and courteous, such as Chaucer describes, to
hear confession or to give absolution...""]",
part2_p132_a2,Vol.2,Part II,p132-133,1821.,"Hazlitt, William.","Pope, Lord Byron, and Mr. Bowles,","[in] The London Magazine, June 1821, pp. 605-6. (Collected Works of William Hazlitt, ed. Waller and Glover, 1902-6, 13 vols., vol. xi, pp. 505-6.)","[p. 605] Natural interests are those which are real and inevitable, and
are so far contradistinguished from the artificial, which are
factitious and affected. If Lord Byron cannot understand the
difference, he may find it explained by contrasting some of
Chaucer's characters and incidents with those in the Rape of
the Lock, for instance. Custance floating in her boat on the
wide sea, is different from Pope's heroine,
‘Launched on the bosom of the silver Thames.’
[p. 606] Griselda’s loss of her children, one by one, of her all, does
. . . . . . . .
not belong to the same class of incidents, nor of subjects for
poetry. as Belinda’s loss of her favourite curl... There is
more true, unfeigned, unspeakable, heartfelt distress in one
line of Chaucer's Tale just mentioned [The Clerkes Tale],
‘Let me not like a worm go by the way,’ [l. 880]
than in all Pope’s writings put together; and we say it with¬
out any disrespect to him too.",
part2_p133_a1,Vol.2,Part II,p133,1821.,"Markland, James Heywood.","Some Remarks on the early use of Carriages in England,","read February 22, 1821, [in] Archæologia, vol. XX (1824), pp. 445, 452.","[p. 445] Our female ancestors despised both distance and weather;
and the Wife of Bath, whose praise it was that, “girt with
a pair of sporres sharpe,"" ""upon an ambler esily she sat,""
would doubtless have felt herself insulted had a carriage been
selected for her use.",
part2_p133_a2,Vol.2,Part II,p133,1821.,"Scott, Sir Walter.","The Pirate,","3 vols, vol. iii, ch. xv, p. 339. (Border Edition, ed. Andrew Lang, 1893, vol. ii, chap. xxii, p. 331.)","Enveloped in the vain occult sciences which she [Norna]
pretended to practise, her study, like that of Chaucer's phy¬
sician, had been ""but little in the Bible.""",
part2_p133_a4,Vol.2,Part II,p133,1821.,"Scott, Sir Walter.","Kenilworth,","3 vols., vol. i, ch. i, p. 4, ch. xi, p. 265; vol. ii, ch. xii, p. 312; vol. iii, ch. vi, p. 92. (Border Edition, ed. Andrew Lang, 1893, 2 vols. vol. i, ch. i, p. 2, ch. xi, p. 173; vol. ii, ch. vii, pp. 109-10, ch. xiv, pp. 185-6.)","[vol. i.
p. 2] Southwark, no one had excelled Giles Gosling in the power
Since the days of old Harry Baillie of the Tabbard [sic] in
of pleasing his guests of every description.
[vol. i,
p.173]
[Heading to Chapter II.]
I say, my lord can such a subtilty
[and six following lines].
The Canon's Yeoman's Prologue [ed. Skeat, ll. 620-26].
[vol. ii,
""O, she is well attended, Madam,” replied the dame whom
p. 109] she addressed, who from her jolly and laughter-loving de¬
meanour, might have been the very emblem of the wife of Bath.
[vol. ii,
""I doubt,"" she [Queen Elizabeth] said, ""this same poetical
p. 185] Master Tressillian... may be one of those of whom
Geoffrey Chaucer says wittily, the greatest clerks are not the
wisest men.""","[For other references by Scott to Queen Elizabeth's quotation of this line see above, 1820, The Monastery, and below, 1828, Tales of a Grandfather. ]"
part2_p134_a1,Vol.2,Part II,p134,1821.,"Shelley, Mary Wollstonecraft.","Journal,","[printed in] Shelley and Mary, 4 vols. [privately printed, 1882], vol. iii, p. 716.","Shelley reads Chaucer's ""Flower and the Leaf,"" and then
Chaucer's “Dream"" to me.","[Chaucer's ""Dream"" may be either the Book of the Duchess or the non-Chaucerian Isle of Ladies. Mary Shelley says of Shelley (perhaps referring only to his earlier years), in her note to Queen Mab (Poetical Works, 1908, ed. T. Hutchinson, p. 828), ""Our earlier poetry was almost unknown to him.""]"
part2_p134_a2,Vol.2,Part II,p134,1821.,"Shelley, Percy Bysshe.",A Defence of Poetry.,"(The Works of P. B. Shelley in Verse and Prose, ed. H. Buxton Forman, 1880 [1876-80], vol. vii, pp. 130, 134.)","[The Defence of Poetry was written in 1821, and was intended to be published in
Ollier's Literary Miscellany, as an answer to Peacock's Four Ages of Poetry, but it only
appeared posthumously in 1840 in Essays and Letters.]
[p. 130] The age immediately succeeding to that of Dante, Petrarch
and Boccaccio, was characterised by a revival of painting,
sculpture and architecture. Chaucer caught the sacred in¬
spiration, and the superstructure of English literature is based
upon the materials of Italian invention.  ...
. . . . . . . . . .
[p.134] But it exceeds all imagination to conceive what would have
been the moral condition of the world, if neither Dante,
Petrarch, Boccaccio, Chaucer, Shakspeare, Calderon, Lord
Bacon, nor Milton had ever existed; if Raphael and Michael
Angelo had never been born; if the Hebrew poetry had
never been translated; if a revival of the study of Greek
literature had never taken place; if no monuments of ancient
sculpture had thus been handed down to us; and if the
poetry of the religion of the ancient world had been
extinguished together with its belief.",
part2_p134_a3,Vol.2,Part II,p134,1821.,Unknown.,"Mad. de Genlis–Pétrarque et Laure,","[in] The Quarterly Review, vol. xxiv, p. 542.","[Similitude in scheme of the Dream, Flower and Leaf, and
Hous of Fame, with the Trionfi of Petrarch.]",
part2_p134_a4,Vol.2,Part II,p134,1821.,Unknown.,"Chaucer and Don Juan,","[in] Blackwood’s Edinburgh Magazine, Oct. 1821, vol. x, pp. 295-8.","[An article claiming that Chaucer introduced the serio-comic
style into English Literature long before Byron, and criticising
Godwin, especially for his estimate of Troilus, from which
extracts are given.]",
part2_p135_a1,Vol.2,Part II,p135,1821.,Unknown.,"Criticism of Poems, Songs and Sonnets... by Thomas Carew,","[by] The Book Worm, no. vii, [in] The European Magazine, June 1821, p. 514. [Headed by an extract :]","If that olde bokes were awaie,
Ylorne were of remembrance the key;
Wel ought us then honouren and beleve
These bokes.—CHAUCER.
[Legend of Good Women, Prologue, 25-8, Text B.]","[See also below, c. 1833, Haslewood, J., Collections for the Lives of English Poets.]"
part2_p135_a2,Vol.2,Part II,p135,1821.,Unknown.,"Obituary Notice of Edward Gatacre,","[in] The Gentleman’s Magazine, Sept., vol. xci, p. 281.","The late gentleman married his lady at Qual in 1767, from
Dudmaston, late the seat of Lady Wolryche, with whom
he became possessed of... several valuable memorials...
From this source the original painting of Geoffrey Chaucer
on board, at Gatacre, a valuable relick of that reverend poet,
was doubtless obtained.",
part2_p135_a3,Vol.2,Part II,p135,1821.,Unknown.,"Review of Scott's Rob Roy... Heart of Mid lothian, etc.,","[in] The Quarterly Review, Oct., vol. xxvi, p. 116.","But when the author paints a peasant, a cowfeeder, or a
queen, he takes from a class with which the reader is so little
acquainted, that, if the figure be but spirited and consistent,
and contain nothing obviously incompatible with its supposed
situation, we are willing, indeed we are forced, to take its resem¬
blance upon trust. And perhaps the author's consciousness of
the reliance of his reader is even more valuable to him than
that reliance itself.  ... He has the same advantage which
Dryden translating Chaucer had over Dryden translating
Virgil.",
part2_p135_a4,Vol.2,Part II,p135,1821.,"[Wainewright, Thomas Griffiths.]","Exhibition of the Royal Academy,","[in] The London Magazine, July, 1821, p. 67. (Essays and Criticisms, by Thomas Griffiths Wainewright, 1880, p. 138.)","[p. 138] I have an utter distaste for Pope, and a most marvellous
clinging to Chaucer's fragrant lusty descriptions of May
Scenery.",
part2_p136_a1,Vol.2,Part II,p136,1821.,"[Wainewright, Thomas Griffiths.]","C. Van Vinkbooms, his Dogmas for Dilettanti,","[in] The London Magazine, Sept. 1821, p. 285. (Essays and Criticisms, 1880, p. 165.) [Quotations from The Book of the Duchesse, ll. 398-404, 414-20, 424-6, 443-9.]",,
part2_p136_a2,Vol.2,Part II,p136,1821.,"Wordsworth, William.","Ecclesiastical Sonnets,","Part II, No. xxxi, Edward VI. (Poetical Works, ed. W. Knight, 1896, 8 vols., vol. vii, p. 59.)","""Sweet is the holiness of Youth""–so felt
Time-honoured Chaucer speaking through that Lay
By which the Prioress beguiled the way,
And many a Pilgrim’s rugged heart did melt.
Hadst thou, loved Bard! whose spirit often dwelt
In the clear land of vision, but foreseen
King, child, and seraph, blended in the mien
Of pious Edward kneeling as he knelt
In meek and simple infancy, what joy
For universal Christendom had thrilled
Thy heart! what hopes inspired thy genius, skilled
(O great Precursor, genuine morning Star)
The lucid shafts of reason to employ,
Piercing the Papal darkness from afar!","[The Ecclesiastical Sonnets–previously Ecclesiastical Sketches–were, with some exceptions, written at Rydal Mount in 1821, and printed in 1822.]"
part2_p136_a5,Vol.2,Part II,p136,1822-35.,"Booth, David.","An Analytical Dictionary of the English Language,","1835, Introduction, pp. xiii, cxvi, cxx, cxxiii, clix, clxii, clxvi, clxxx, clxxxvi, clxxxvii.","[The references in the Introduction are brief allusions to
words and grammatical forms in Chaucer. Booth’s Intro¬
duction to an Analytical Dictionary of the English Language,
1806, contains only two slight references.]",
part2_p137_a1,Vol.2,Part II,p137,1822.,"Bullar, John.","Selections from the British Poets, commencing with Spenser... with... short biographical notices,",pp. 103-5 [Dryden].,"[p. 103] [Quotes Hazlitt’s saying that “Dryden and Pope are the
great masters of the artificial style of poetry in our language,
as Chaucer, Spenser, Shakespeare, and Milton, were of the
natural,"" q.v. above, 1818.]
[p. 104]
The Good Parson [extract from Dryden’s Prologue].",
part2_p137_a2,Vol.2,Part II,p137,1822.,"Digby, Kenelm Henry.","The Broad Stone of Honour, or Rules for the Gentlemen of England,","Additional Appendix, pp. 370-2.","[Quotation of Chaucer's description of the Knight, in
illustration of the Age of Chivalry.]",
part2_p137_a3,Vol.2,Part II,p137-138,1822.,"[Irving, Washington.]","Bracebridge Hall, or the Humourists: a Medley, by Geoffrey Crayon, Gent.,","New York, 2 vols, vol. i, pp. 46, 97 ; vol. ii, pp. 115-20. (Works, Geoffrey Crayon edition, [1880-83,] vol. iii, pp. 38, 79, 403-7.)","[p. 38] [Chapter heading :]
She was so charitable and pitious
[to]
Or if man smote them with a yard smart.
[Prol., ll. 143-9.]
[p. 403] The good Squire's remarks brought to mind a visit which
I once paid to the Tabard Inn, famous for being the place of
assemblage, from whence Chaucer's pilgrims set forth for
Canterbury. It is in the borough of Southwark, not far from
London bridge, and bears, at present, the name of ""the
Talbot."" It has sadly declined in dignity since the days of
Chaucer, being a mere rendezvous and packing place of the
[p. 404]  great wagons that travel into Kent... An inscription
over the gateway proclaimed it to be the inn where Chaucer's
pilgrims slept on the night previous to their departure, and
at the bottom of the yard was a magnificent sign, repre¬
senting them in the act of sallying forth. I was pleased too
at noticing, that though the present inn was comparatively
modern, yet the form of the old inn was preserved. There
were galleries round the yard, as in old times, on which
opened the chambers of the guests...
[p. 405] My fancy peopled the place with the motley throng of
Canterbury pilgrims. [Here follows a description of the
pilgrims, with quotations from the Prologue, concluding with
[p. 406] ""the ancient host of the Tabard, giving them his farewell
God-send to Canterbury""; Irving having apparently for¬
gotten that the host accompanied the pilgrims, and that he is
not described by Chaucer as old.]",
part2_p138_a1,Vol.2,Part II,p138,1822.,"[Laing, David.]",Select Remains of the Ancient Popular Poetry of Scotland.,"[The book is without pagination. There are various Chaucer references in the Introductions by Laing : Prefatory note to The Pystyll of Swete Susan. On northern poets' use of alliteration ; Laing quotes Chaucer's ‘rum, ram, ruf,’ Parson’s Prol., l. 43, and also Gascoigne’s reference to it, q.v. above, 1575, vol. i, p. 110.] No. 12: The Tale of Colkelbie Sow, p. 1 n. For the reference in the text of Colkelbie Sow, (ll. 852-3) see above [1440?], vol. i., p. 44. Appendix, p. 14.",,
part2_p138_a2,Vol.2,Part II,p138,1822.,"Nares, Robert.",A Glossary... of words... in the works of English authors.,"Preface, p. vi.","I have carefully abstained from inserting the words and
phrases of an earlier period than the reign of Elizabeth, except
where the writers of her time at all affected the phraseology
of Chaucer; which affectation, in my opinion, is almost the
only blemish of the beautiful poems of Spenser. My reason
was this; that, to complete the rational view and knowledge
of our language, a separate dictionary must be required, for
the works of Chaucer, Gower, Lydgate, Occleve, and all those
writers who can properly be called English; that is, who
wrote when the language was no longer Saxon. [A Saxon
and a British Dictionary would complete the historical view
of the language.]",
part2_p138_a3,Vol.2,Part II,p138,1822.,P.,"Chaucer's Monument,","[in] The Gentleman's Magazine, Sept., vol. cxii, p. 221.","On my visit to Westminster Abbey, in July last, I was
much disappointed at the slight shown to the monument of
my old favourite Poet, Geoffrey Chaucer, the father of English
Poesy. I did expect, among other repairs and restorations, to
have seen this tomb noticed, at least the inscription made
legible, and the figure of the old Bard restored, which have
long been nearly obliterated; but it is at present merely
coloured black, probably the restoration will follow; decency
demands something should be done. [The inscription on
Chaucer's tomb is then given; with a mistake in the third
line of ""mortis"" for ""vitae.""]",
part2_p139_a1,Vol.2,Part II,p139,1822.,"Scott, Sir Walter.","The Fortunes of Nigel,","3 vols., vol. iii, ch. xii, p. 330 n. (Border edition, ed. Andrew Lang, 1893, 2 vols., vol. ii, chap. XX, p. 331 n.)","Chaucer says, there is nothing new but what it has been
old.",
part2_p139_a2,Vol.2,Part II,p139-140,1822.,"Scott, Sir Walter.","Peveril of the Peak,","4 vols., vol. ii, ch. ix, pp. 226-7; vol. iv, ch. vi, p. 122. (Border Edition, ed. Andrew Lang, 1893, 3 vols., vol. ii, chap. vii, pp. 108-9, vol. iii, ch. xi, p. 165.)","[vol. ii,
[vol. ii, p. 108]
“A dainty dame, and dangerous, is the miller's wife,” said
the stranger, looking at Peveril. ""Is not that old Chaucer's
phrase?”
""I–I believe so,"" said Peveril, not much read in Chaucer,
who was then even more neglected than at present...
""Yes,"" answered the Stranger; ""I see that you, like other
young gentlemen of the time, are better acquainted with
Cowley and Waller than with  ‘the well of English undefiled.’
I cannot help differing. There are touches of nature about
the old bard of Woodstock that, to me, are worth all the turns
of laborious wit in Cowley, and all the ornate and artificial
simplicity of his courtly competitor. The description, for
instance, of his country coquette,—
Wincing she was, as is a wanton colt,
Sweet as a flower, and upright as a bolt.
Then again for pathos, where will you mend the dying scene
of Arcite?
Alas, my heartis queen! alas, my wife!
Giver at once, and ender of my life.
What is this world?–what axen men to have?
Now with his love–now in his cold grave
Alone, withouten other company.
But I tire you, sir; and do injustice to the poet, whom I
remember but by halves.""
[vol. ii,
p. 169]
""On the contrary, sir,"" replied Peveril, ""you make him
more intelligible to me in your recitation, than I have found
him when I have tried to peruse him myself.""
""You were only frightened by the antiquated spelling, and
‘the letters black,’"" said his companion. ""It is many a
scholar's case, who mistakes a nut, which he could crack with
a little exertion, for a bullet, which he must needs break his
teeth on...""
[vol. iii, Our impatient friend [Geoffrey Hudson] scrambled, with
p. 165]
some difficulty, on the top of the bench intended for his seat;
and there, “paining himself to stand a-tiptoe,"" like Chaucer's
gallant Sir Chaunticlere, he challenged the notice of the
audience.",
part2_p13_a1,Vol.2,Part II,p13,1803.,Unknown.,"'Amadis de Gaul', by Southey and by Rose,","[in] The Edinburgh Review, Oct. 1803, vol. iii, pp. 135-6.","[p. 135] The avowed model upon which Mr. Rose has framed his
Amadis, is the translation of Le Grand’s Fabliaux, by Mr.
Way, and it is but justice to state, that, in our opinion, he
has fully attained what he proposed.... The following
[p. 136] 'To tell, as meet, the costly feast's array,
passage is a successful imitation of Chaucer:
My tedious tale would hold a summer's day:
I let to sing who mid the courtly throng
Did most excel in dance or sprightly song;' [etc.]",
